
model,link,test_size,accuracy_with_pdr_and_rssi,accuracy_with_pdr,accuracy_with_rssi
SVM,14===1,0.25,1.0,0.17391304347826086,-1
RF,14===1,0.25,1.0,1.0,-1
LogReg,14===43,0.25,0.7210884353741497,0.0,0.7931034482758621
LSVM,14===43,0.25,0.0,0.6590909090909091,0.2413793103448276
SVM,14===43,0.25,1.0,1.0,1.0
RF,14===43,0.25,1.0,1.0,1.0
LogReg,14===49,0.25,-1,0.5,-1
LSVM,14===49,0.25,-1,1.0,-1
SVM,14===49,0.25,-1,1.0,-1
RF,14===49,0.25,-1,1.0,-1
LogReg,14===33,0.25,0.4307692307692308,0.6391752577319587,-1
LSVM,14===33,0.25,0.5692307692307692,0.9175257731958762,-1
SVM,14===33,0.25,0.8923076923076924,0.979381443298969,-1
RF,14===33,0.25,1.0,1.0,-1
LogReg,14===13,0.25,0.0,1.0,0.20161290322580644
LSVM,14===13,0.25,0.0,1.0,0.0
SVM,14===13,0.25,1.0,1.0,1.0
RF,14===13,0.25,1.0,1.0,1.0
LogReg,15===47,0.25,0.0,0.0,0.0
LSVM,15===47,0.25,0.0,0.06315789473684211,0.0
SVM,15===47,0.25,0.9763779527559056,0.8473684210526315,1.0
RF,15===47,0.25,1.0,1.0,1.0
LogReg,15===22,0.25,0.0,0.125,-1
LSVM,15===22,0.25,1.0,0.3263888888888889,-1
SVM,15===22,0.25,0.9895833333333334,0.9930555555555556,-1
RF,15===22,0.25,1.0,1.0,-1
LogReg,15===6,0.25,-1,-1,-1
LSVM,15===6,0.25,-1,-1,-1
SVM,15===6,0.25,-1,-1,-1
RF,15===6,0.25,-1,-1,-1
LogReg,15===21,0.25,1.0,1.0,0.7964601769911505
LSVM,15===21,0.25,0.0,1.0,1.0
SVM,15===21,0.25,1.0,1.0,1.0
RF,15===21,0.25,1.0,1.0,1.0
LogReg,15===27,0.25,0.0,1.0,0.0
LSVM,15===27,0.25,1.0,1.0,0.0
SVM,15===27,0.25,1.0,1.0,1.0
RF,15===27,0.25,1.0,1.0,1.0
LogReg,15===24,0.25,0.5714285714285714,1.0,-1
LSVM,15===24,0.25,1.0,1.0,-1
SVM,15===24,0.25,0.9398496240601504,1.0,-1
RF,15===24,0.25,0.9624060150375939,1.0,-1
LogReg,15===3,0.25,0.0,0.1,-1
LSVM,15===3,0.25,0.0,0.86,-1
SVM,15===3,0.25,1.0,1.0,-1
RF,15===3,0.25,1.0,1.0,-1
LogReg,15===2,0.25,-1,-1,-1
LSVM,15===2,0.25,-1,-1,-1
SVM,15===2,0.25,-1,-1,-1
RF,15===2,0.25,-1,-1,-1
LogReg,16===46,0.25,0.0,0.0,-1
LSVM,16===46,0.25,0.0,0.36065573770491804,-1
SVM,16===46,0.25,0.9754098360655737,1.0,-1
RF,16===46,0.25,0.9590163934426229,1.0,-1
LogReg,16===5,0.25,-1,-1,-1
LSVM,16===5,0.25,-1,-1,-1
SVM,16===5,0.25,-1,-1,-1
RF,16===5,0.25,-1,-1,-1
LogReg,16===30,0.25,0.0,0.2857142857142857,-1
LSVM,16===30,0.25,0.0,0.2857142857142857,-1
SVM,16===30,0.25,1.0,0.2857142857142857,-1
RF,16===30,0.25,1.0,1.0,-1
LogReg,16===26,0.25,0.0,0.8333333333333334,-1
LSVM,16===26,0.25,1.0,0.9166666666666666,-1
SVM,16===26,0.25,1.0,1.0,-1
RF,16===26,0.25,1.0,1.0,-1
LogReg,16===19,0.25,0.0,1.0,-1
LSVM,16===19,0.25,0.0,1.0,-1
SVM,16===19,0.25,1.0,1.0,-1
RF,16===19,0.25,0.7258064516129032,1.0,-1
LogReg,16===40,0.25,0.14893617021276595,0.375886524822695,-1
LSVM,16===40,0.25,0.851063829787234,0.6737588652482269,-1
SVM,16===40,0.25,0.9468085106382979,0.9290780141843972,-1
RF,16===40,0.25,0.8297872340425532,1.0,-1
LogReg,16===31,0.25,0.0,0.0,-1
LSVM,16===31,0.25,0.0,0.5210526315789473,-1
SVM,16===31,0.25,0.9921259842519685,1.0,-1
RF,16===31,0.25,0.9291338582677166,1.0,-1
LogReg,16===44,0.25,0.0,0.23333333333333334,-1
LSVM,16===44,0.25,1.0,0.23333333333333334,-1
SVM,16===44,0.25,1.0,0.4666666666666667,-1
RF,16===44,0.25,1.0,1.0,-1
LogReg,16===34,0.25,-1,-1,-1
LSVM,16===34,0.25,-1,-1,-1
SVM,16===34,0.25,-1,-1,-1
RF,16===34,0.25,-1,-1,-1
LogReg,17===7,0.25,0.0,0.0,0.0
LSVM,17===7,0.25,0.0,1.0,0.0
SVM,17===7,0.25,1.0,1.0,1.0
RF,17===7,0.25,1.0,1.0,1.0
LogReg,17===48,0.25,0.0,0.0,-1
LSVM,17===48,0.25,1.0,0.0,-1
SVM,17===48,0.25,0.9732142857142857,1.0,-1
RF,17===48,0.25,0.75,1.0,-1
LogReg,17===40,0.25,0.0,0.968503937007874,-1
LSVM,17===40,0.25,0.0,1.0,-1
SVM,17===40,0.25,0.9763779527559056,1.0,-1
RF,17===40,0.25,0.968503937007874,1.0,-1
LogReg,17===45,0.25,0.48717948717948717,0.05172413793103448,-1
LSVM,17===45,0.25,0.5128205128205128,0.05172413793103448,-1
SVM,17===45,0.25,0.8974358974358975,0.8275862068965517,-1
RF,17===45,0.25,1.0,1.0,-1
LogReg,17===44,0.25,-1,-1,0.0
LSVM,17===44,0.25,-1,-1,0.0
SVM,17===44,0.25,-1,-1,1.0
RF,17===44,0.25,-1,-1,1.0
LogReg,17===41,0.25,0.08974358974358974,0.3247863247863248,-1
LSVM,17===41,0.25,0.9102564102564102,0.5299145299145299,-1
SVM,17===41,0.25,0.8076923076923077,0.8632478632478633,-1
RF,17===41,0.25,0.717948717948718,1.0,-1
LogReg,17===11,0.25,-1,-1,0.3383458646616541
LSVM,17===11,0.25,-1,-1,1.0
SVM,17===11,0.25,-1,-1,1.0
RF,17===11,0.25,-1,-1,1.0
LogReg,17===20,0.25,0.0,1.0,0.475
LSVM,17===20,0.25,0.0,1.0,1.0
SVM,17===20,0.25,1.0,1.0,1.0
RF,17===20,0.25,1.0,1.0,1.0
LogReg,18===7,0.25,0.0,0.0,0.2222222222222222
LSVM,18===7,0.25,0.0,1.0,0.2222222222222222
SVM,18===7,0.25,1.0,1.0,1.0
RF,18===7,0.25,1.0,1.0,1.0
LogReg,18===42,0.25,0.0,0.7222222222222222,-1
LSVM,18===42,0.25,0.0,1.0,-1
SVM,18===42,0.25,0.8695652173913043,0.8888888888888888,-1
RF,18===42,0.25,1.0,1.0,-1
LogReg,18===28,0.25,-1,0.0,-1
LSVM,18===28,0.25,-1,1.0,-1
SVM,18===28,0.25,-1,0.0,-1
RF,18===28,0.25,-1,1.0,-1
LogReg,18===12,0.25,0.358974358974359,0.0,-1
LSVM,18===12,0.25,0.358974358974359,0.9375,-1
SVM,18===12,0.25,0.8461538461538461,1.0,-1
RF,18===12,0.25,0.9230769230769231,1.0,-1
LogReg,18===48,0.25,-1,-1,-1
LSVM,18===48,0.25,-1,-1,-1
SVM,18===48,0.25,-1,-1,-1
RF,18===48,0.25,-1,-1,-1
LogReg,18===35,0.25,0.32,0.7027027027027027,-1
LSVM,18===35,0.25,0.32,0.972972972972973,-1
SVM,18===35,0.25,0.88,1.0,-1
RF,18===35,0.25,0.88,1.0,-1
LogReg,18===0,0.25,0.0,1.0,0.0
LSVM,18===0,0.25,0.0,1.0,0.0
SVM,18===0,0.25,0.8756218905472637,1.0,1.0
RF,18===0,0.25,0.9303482587064676,1.0,1.0
LogReg,18===20,0.25,0.4603174603174603,0.03296703296703297,-1
LSVM,18===20,0.25,0.5396825396825397,0.4725274725274725,-1
SVM,18===20,0.25,0.873015873015873,1.0,-1
RF,18===20,0.25,0.9523809523809523,1.0,-1
LogReg,19===46,0.25,0.0,0.0,0.6865671641791045
LSVM,19===46,0.25,0.0,0.4095238095238095,1.0
SVM,19===46,0.25,1.0,1.0,1.0
RF,19===46,0.25,1.0,1.0,1.0
LogReg,19===47,0.25,0.0,0.8,-1
LSVM,19===47,0.25,0.0,0.84,-1
SVM,19===47,0.25,1.0,1.0,-1
RF,19===47,0.25,1.0,1.0,-1
LogReg,19===5,0.25,0.47619047619047616,0.0,0.8928571428571429
LSVM,19===5,0.25,1.0,0.5203619909502263,0.6785714285714286
SVM,19===5,0.25,1.0,1.0,1.0
RF,19===5,0.25,1.0,1.0,1.0
LogReg,19===30,0.25,0.2,0.8636363636363636,-1
LSVM,19===30,0.25,0.2,0.9696969696969697,-1
SVM,19===30,0.25,0.9538461538461539,0.9545454545454546,-1
RF,19===30,0.25,0.9692307692307692,1.0,-1
LogReg,19===26,0.25,0.8245614035087719,0.0,0.4625
LSVM,19===26,0.25,0.0,0.3216374269005848,0.3375
SVM,19===26,0.25,0.9824561403508771,1.0,1.0
RF,19===26,0.25,1.0,1.0,1.0
LogReg,19===22,0.25,0.0,0.125,-1
LSVM,19===22,0.25,0.0,0.7291666666666666,-1
SVM,19===22,0.25,1.0,0.9583333333333334,-1
RF,19===22,0.25,1.0,1.0,-1
LogReg,19===40,0.25,0.0,0.0,-1
LSVM,19===40,0.25,1.0,0.0,-1
SVM,19===40,0.25,1.0,0.575,-1
RF,19===40,0.25,1.0,1.0,-1
LogReg,19===31,0.25,0.0,0.11764705882352941,-1
LSVM,19===31,0.25,1.0,0.3602941176470588,-1
SVM,19===31,0.25,1.0,1.0,-1
RF,19===31,0.25,0.989010989010989,1.0,-1
LogReg,19===44,0.25,0.2727272727272727,0.8271604938271605,-1
LSVM,19===44,0.25,0.2727272727272727,0.9506172839506173,-1
SVM,19===44,0.25,0.6666666666666666,0.9506172839506173,-1
RF,19===44,0.25,0.9848484848484849,1.0,-1
LogReg,19===16,0.25,0.0,0.0,-1
LSVM,19===16,0.25,0.0,0.42,-1
SVM,19===16,0.25,1.0,1.0,-1
RF,19===16,0.25,1.0,1.0,-1
LogReg,19===1,0.25,0.4375,0.6666666666666666,-1
LSVM,19===1,0.25,0.5625,0.875,-1
SVM,19===1,0.25,0.8541666666666666,1.0,-1
RF,19===1,0.25,0.9375,1.0,-1
LogReg,20===18,0.25,0.19736842105263158,0.35964912280701755,-1
LSVM,20===18,0.25,0.8026315789473685,0.8333333333333334,-1
SVM,20===18,0.25,0.9868421052631579,1.0,-1
RF,20===18,0.25,1.0,1.0,-1
LogReg,20===7,0.25,-1,-1,-1
LSVM,20===7,0.25,-1,-1,-1
SVM,20===7,0.25,-1,-1,-1
RF,20===7,0.25,-1,-1,-1
LogReg,20===48,0.25,0.0,1.0,0.1956521739130435
LSVM,20===48,0.25,1.0,1.0,0.1956521739130435
SVM,20===48,0.25,1.0,1.0,1.0
RF,20===48,0.25,1.0,1.0,1.0
LogReg,20===40,0.25,0.0,0.7894736842105263,-1
LSVM,20===40,0.25,0.0,0.8421052631578947,-1
SVM,20===40,0.25,1.0,0.9649122807017544,-1
RF,20===40,0.25,1.0,1.0,-1
LogReg,20===44,0.25,0.4507042253521127,0.8910891089108911,-1
LSVM,20===44,0.25,0.5492957746478874,0.9900990099009901,-1
SVM,20===44,0.25,0.6901408450704225,1.0,-1
RF,20===44,0.25,0.8169014084507042,1.0,-1
LogReg,20===41,0.25,-1,0.9318181818181818,-1
LSVM,20===41,0.25,-1,1.0,-1
SVM,20===41,0.25,-1,1.0,-1
RF,20===41,0.25,-1,1.0,-1
LogReg,20===11,0.25,0.0,0.0,-1
LSVM,20===11,0.25,0.0,0.04918032786885246,-1
SVM,20===11,0.25,0.9836065573770492,1.0,-1
RF,20===11,0.25,0.9016393442622951,1.0,-1
LogReg,20===17,0.25,0.0,1.0,0.6589147286821705
LSVM,20===17,0.25,0.0,1.0,0.4186046511627907
SVM,20===17,0.25,1.0,1.0,1.0
RF,20===17,0.25,0.9712918660287081,1.0,1.0
LogReg,20===0,0.25,0.22535211267605634,0.717948717948718,-1
LSVM,20===0,0.25,0.22535211267605634,0.9871794871794872,-1
SVM,20===0,0.25,0.8450704225352113,1.0,-1
RF,20===0,0.25,0.971830985915493,1.0,-1
LogReg,21===46,0.25,0.0,0.0,-1
LSVM,21===46,0.25,1.0,0.0,-1
SVM,21===46,0.25,1.0,0.9550561797752809,-1
RF,21===46,0.25,1.0,1.0,-1
LogReg,21===47,0.25,-1,-1,-1
LSVM,21===47,0.25,-1,-1,-1
SVM,21===47,0.25,-1,-1,-1
RF,21===47,0.25,-1,-1,-1
LogReg,21===5,0.25,0.0,0.9259259259259259,-1
LSVM,21===5,0.25,0.0,0.9259259259259259,-1
SVM,21===5,0.25,1.0,0.9074074074074074,-1
RF,21===5,0.25,1.0,1.0,-1
LogReg,21===30,0.25,0.42424242424242425,0.25,-1
LSVM,21===30,0.25,0.42424242424242425,0.25,-1
SVM,21===30,0.25,0.9393939393939394,0.6590909090909091,-1
RF,21===30,0.25,1.0,1.0,-1
LogReg,21===26,0.25,0.36363636363636365,0.04411764705882353,-1
LSVM,21===26,0.25,0.6363636363636364,0.7205882352941176,-1
SVM,21===26,0.25,0.8909090909090909,1.0,-1
RF,21===26,0.25,0.9818181818181818,1.0,-1
LogReg,21===22,0.25,0.4186046511627907,0.0,0.0
LSVM,21===22,0.25,0.0,0.17010309278350516,1.0
SVM,21===22,0.25,0.9457364341085271,0.9432989690721649,1.0
RF,21===22,0.25,1.0,1.0,1.0
LogReg,21===6,0.25,0.0,1.0,-1
LSVM,21===6,0.25,0.0,1.0,-1
SVM,21===6,0.25,1.0,1.0,-1
RF,21===6,0.25,1.0,1.0,-1
LogReg,21===14,0.25,0.0,0.0,-1
LSVM,21===14,0.25,1.0,0.06395348837209303,-1
SVM,21===14,0.25,1.0,0.75,-1
RF,21===14,0.25,0.9130434782608695,1.0,-1
LogReg,21===27,0.25,0.0,1.0,-1
LSVM,21===27,0.25,0.0,1.0,-1
SVM,21===27,0.25,1.0,1.0,-1
RF,21===27,0.25,0.9701492537313433,1.0,-1
LogReg,21===15,0.25,-1,-1,1.0
LSVM,21===15,0.25,-1,-1,0.30578512396694213
SVM,21===15,0.25,-1,-1,1.0
RF,21===15,0.25,-1,-1,1.0
LogReg,21===24,0.25,0.0,1.0,-1
LSVM,21===24,0.25,0.0,1.0,-1
SVM,21===24,0.25,0.9652173913043478,1.0,-1
RF,21===24,0.25,0.9478260869565217,1.0,-1
LogReg,21===2,0.25,0.0,1.0,0.7105263157894737
LSVM,21===2,0.25,0.0,1.0,0.0
SVM,21===2,0.25,1.0,1.0,1.0
RF,21===2,0.25,1.0,1.0,1.0
LogReg,21===1,0.25,0.0821917808219178,0.22935779816513763,-1
LSVM,21===1,0.25,0.0821917808219178,0.3119266055045872,-1
SVM,21===1,0.25,1.0,0.944954128440367,-1
RF,21===1,0.25,1.0,1.0,-1
LogReg,21===43,0.25,-1,0.0,-1
LSVM,21===43,0.25,-1,1.0,-1
SVM,21===43,0.25,-1,0.0,-1
RF,21===43,0.25,-1,1.0,-1
LogReg,21===33,0.25,0.0,0.6428571428571429,-1
LSVM,21===33,0.25,0.0,0.9047619047619048,-1
SVM,21===33,0.25,1.0,1.0,-1
RF,21===33,0.25,1.0,1.0,-1
LogReg,21===13,0.25,0.058823529411764705,0.7605633802816901,-1
LSVM,21===13,0.25,0.9411764705882353,0.971830985915493,-1
SVM,21===13,0.25,1.0,0.9014084507042254,-1
RF,21===13,0.25,1.0,1.0,-1
LogReg,22===46,0.25,0.0,0.013071895424836602,-1
LSVM,22===46,0.25,1.0,0.23529411764705882,-1
SVM,22===46,0.25,0.9117647058823529,1.0,-1
RF,22===46,0.25,0.8921568627450981,1.0,-1
LogReg,22===47,0.25,-1,-1,-1
LSVM,22===47,0.25,-1,-1,-1
SVM,22===47,0.25,-1,-1,-1
RF,22===47,0.25,-1,-1,-1
LogReg,22===5,0.25,0.0,0.06451612903225806,-1
LSVM,22===5,0.25,0.0,0.06451612903225806,-1
SVM,22===5,0.25,0.963855421686747,0.7580645161290323,-1
RF,22===5,0.25,1.0,1.0,-1
LogReg,22===30,0.25,0.0,0.9565217391304348,0.02
LSVM,22===30,0.25,0.0,1.0,0.02
SVM,22===30,0.25,1.0,1.0,1.0
RF,22===30,0.25,0.9420289855072463,1.0,1.0
LogReg,22===26,0.25,0.0,1.0,0.1595744680851064
LSVM,22===26,0.25,0.0,1.0,0.1595744680851064
SVM,22===26,0.25,1.0,1.0,1.0
RF,22===26,0.25,1.0,1.0,1.0
LogReg,22===6,0.25,-1,-1,-1
LSVM,22===6,0.25,-1,-1,-1
SVM,22===6,0.25,-1,-1,-1
RF,22===6,0.25,-1,-1,-1
LogReg,22===14,0.25,-1,-1,0.0
LSVM,22===14,0.25,-1,-1,0.0
SVM,22===14,0.25,-1,-1,1.0
RF,22===14,0.25,-1,-1,1.0
LogReg,22===19,0.25,0.0,0.0,-1
LSVM,22===19,0.25,1.0,0.0,-1
SVM,22===19,0.25,1.0,0.7333333333333333,-1
RF,22===19,0.25,1.0,1.0,-1
LogReg,22===21,0.25,0.9007633587786259,0.0,0.0
LSVM,22===21,0.25,0.0,0.16243654822335024,0.0
SVM,22===21,0.25,1.0,1.0,1.0
RF,22===21,0.25,1.0,1.0,1.0
LogReg,22===15,0.25,0.0,1.0,-1
LSVM,22===15,0.25,0.0,1.0,-1
SVM,22===15,0.25,1.0,1.0,-1
RF,22===15,0.25,0.9636363636363636,1.0,-1
LogReg,22===2,0.25,0.0,0.25806451612903225,-1
LSVM,22===2,0.25,1.0,0.25806451612903225,-1
SVM,22===2,0.25,1.0,0.7419354838709677,-1
RF,22===2,0.25,1.0,1.0,-1
LogReg,22===31,0.25,0.0,1.0,-1
LSVM,22===31,0.25,0.0,1.0,-1
SVM,22===31,0.25,1.0,1.0,-1
RF,22===31,0.25,1.0,1.0,-1
LogReg,22===1,0.25,0.0,0.0,-1
LSVM,22===1,0.25,0.0,0.48044692737430167,-1
SVM,22===1,0.25,1.0,1.0,-1
RF,22===1,0.25,0.8571428571428571,1.0,-1
LogReg,22===43,0.25,-1,0.25,-1
LSVM,22===43,0.25,-1,1.0,-1
SVM,22===43,0.25,-1,1.0,-1
RF,22===43,0.25,-1,1.0,-1
LogReg,22===13,0.25,-1,0.0,-1
LSVM,22===13,0.25,-1,1.0,-1
SVM,22===13,0.25,-1,0.0,-1
RF,22===13,0.25,-1,1.0,-1
LogReg,23===3,0.25,0.03076923076923077,0.12371134020618557,-1
LSVM,23===3,0.25,0.03076923076923077,0.18556701030927836,-1
SVM,23===3,0.25,0.9538461538461539,0.9381443298969072,-1
RF,23===3,0.25,0.8769230769230769,1.0,-1
LogReg,23===9,0.25,-1,-1,-1
LSVM,23===9,0.25,-1,-1,-1
SVM,23===9,0.25,-1,-1,-1
RF,23===9,0.25,-1,-1,-1
LogReg,23===4,0.25,1.0,1.0,0.0
LSVM,23===4,0.25,0.0,1.0,0.0
SVM,23===4,0.25,1.0,1.0,1.0
RF,23===4,0.25,1.0,1.0,1.0
LogReg,23===32,0.25,0.0,1.0,-1
LSVM,23===32,0.25,1.0,1.0,-1
SVM,23===32,0.25,0.967741935483871,1.0,-1
RF,23===32,0.25,0.8225806451612904,1.0,-1
LogReg,24===21,0.25,0.20930232558139536,1.0,-1
LSVM,24===21,0.25,0.20930232558139536,1.0,-1
SVM,24===21,0.25,0.8488372093023255,1.0,-1
RF,24===21,0.25,0.8604651162790697,1.0,-1
LogReg,24===27,0.25,-1,-1,1.0
LSVM,24===27,0.25,-1,-1,1.0
SVM,24===27,0.25,-1,-1,1.0
RF,24===27,0.25,-1,-1,1.0
LogReg,24===15,0.25,0.556390977443609,1.0,-1
LSVM,24===15,0.25,1.0,1.0,-1
SVM,24===15,0.25,1.0,1.0,-1
RF,24===15,0.25,1.0,1.0,-1
LogReg,24===3,0.25,-1,-1,-1
LSVM,24===3,0.25,-1,-1,-1
SVM,24===3,0.25,-1,-1,-1
RF,24===3,0.25,-1,-1,-1
LogReg,24===9,0.25,0.46938775510204084,0.863013698630137,-1
LSVM,24===9,0.25,0.46938775510204084,0.9041095890410958,-1
SVM,24===9,0.25,0.9795918367346939,0.9726027397260274,-1
RF,24===9,0.25,1.0,1.0,-1
LogReg,24===4,0.25,0.0,1.0,-1
LSVM,24===4,0.25,1.0,1.0,-1
SVM,24===4,0.25,0.9917355371900827,1.0,-1
RF,24===4,0.25,0.8842975206611571,1.0,-1
LogReg,24===32,0.25,0.775,1.0,0.0
LSVM,24===32,0.25,0.0,1.0,0.0
SVM,24===32,0.25,0.9833333333333333,1.0,1.0
RF,24===32,0.25,0.9666666666666667,1.0,1.0
LogReg,24===2,0.25,0.0,1.0,0.4939759036144578
LSVM,24===2,0.25,0.0,1.0,0.7831325301204819
SVM,24===2,0.25,0.9841269841269841,1.0,1.0
RF,24===2,0.25,1.0,1.0,1.0
LogReg,25===29,0.25,-1,-1,-1
LSVM,25===29,0.25,-1,-1,-1
SVM,25===29,0.25,-1,-1,-1
RF,25===29,0.25,-1,-1,-1
LogReg,25===38,0.25,0.27586206896551724,0.0,-1
LSVM,25===38,0.25,0.27586206896551724,0.0,-1
SVM,25===38,0.25,1.0,0.0,-1
RF,25===38,0.25,1.0,1.0,-1
LogReg,25===39,0.25,0.0,1.0,-1
LSVM,25===39,0.25,1.0,1.0,-1
SVM,25===39,0.25,1.0,1.0,-1
RF,25===39,0.25,1.0,1.0,-1
LogReg,25===36,0.25,0.30985915492957744,0.0,0.46153846153846156
LSVM,25===36,0.25,0.0,0.3051643192488263,0.0
SVM,25===36,0.25,1.0,1.0,1.0
RF,25===36,0.25,0.9647887323943662,1.0,1.0
LogReg,25===10,0.25,-1,-1,0.5730337078651685
LSVM,25===10,0.25,-1,-1,0.7528089887640449
SVM,25===10,0.25,-1,-1,1.0
RF,25===10,0.25,-1,-1,1.0
LogReg,25===8,0.25,0.0,0.0,-1
LSVM,25===8,0.25,0.0,0.140625,-1
SVM,25===8,0.25,1.0,1.0,-1
RF,25===8,0.25,1.0,1.0,-1
LogReg,26===46,0.25,0.0,1.0,-1
LSVM,26===46,0.25,0.0,1.0,-1
SVM,26===46,0.25,1.0,1.0,-1
RF,26===46,0.25,1.0,1.0,-1
LogReg,26===47,0.25,0.0,1.0,0.8289473684210527
LSVM,26===47,0.25,0.0,1.0,0.5131578947368421
SVM,26===47,0.25,1.0,1.0,1.0
RF,26===47,0.25,0.9219858156028369,1.0,1.0
LogReg,26===5,0.25,0.0,1.0,-1
LSVM,26===5,0.25,0.0,1.0,-1
SVM,26===5,0.25,1.0,1.0,-1
RF,26===5,0.25,1.0,1.0,-1
LogReg,26===30,0.25,0.0,1.0,-1
LSVM,26===30,0.25,0.0,1.0,-1
SVM,26===30,0.25,1.0,1.0,-1
RF,26===30,0.25,0.8373983739837398,1.0,-1
LogReg,26===22,0.25,0.0,1.0,0.2840909090909091
LSVM,26===22,0.25,0.0,1.0,0.2840909090909091
SVM,26===22,0.25,1.0,1.0,1.0
RF,26===22,0.25,1.0,1.0,1.0
LogReg,26===6,0.25,0.0,0.8058252427184466,-1
LSVM,26===6,0.25,0.0,1.0,-1
SVM,26===6,0.25,1.0,1.0,-1
RF,26===6,0.25,0.9223300970873787,1.0,-1
LogReg,26===14,0.25,0.4339622641509434,0.8375,-1
LSVM,26===14,0.25,0.5660377358490566,0.95,-1
SVM,26===14,0.25,0.9056603773584906,1.0,-1
RF,26===14,0.25,0.9811320754716981,1.0,-1
LogReg,26===19,0.25,0.925,0.0,0.9054054054054054
LSVM,26===19,0.25,1.0,0.45555555555555555,0.43243243243243246
SVM,26===19,0.25,1.0,1.0,1.0
RF,26===19,0.25,1.0,1.0,1.0
LogReg,26===21,0.25,0.21818181818181817,0.1951219512195122,-1
LSVM,26===21,0.25,0.21818181818181817,0.34146341463414637,-1
SVM,26===21,0.25,0.8545454545454545,0.9634146341463414,-1
RF,26===21,0.25,0.9090909090909091,1.0,-1
LogReg,26===40,0.25,-1,-1,-1
LSVM,26===40,0.25,-1,-1,-1
SVM,26===40,0.25,-1,-1,-1
RF,26===40,0.25,-1,-1,-1
LogReg,26===31,0.25,0.0,0.0,-1
LSVM,26===31,0.25,0.0,0.17318435754189945,-1
SVM,26===31,0.25,0.9411764705882353,1.0,-1
RF,26===31,0.25,0.9831932773109243,1.0,-1
LogReg,26===16,0.25,0.28846153846153844,0.9259259259259259,-1
LSVM,26===16,0.25,0.7115384615384616,0.9629629629629629,-1
SVM,26===16,0.25,1.0,0.9629629629629629,-1
RF,26===16,0.25,1.0,1.0,-1
LogReg,26===1,0.25,-1,-1,-1
LSVM,26===1,0.25,-1,-1,-1
SVM,26===1,0.25,-1,-1,-1
RF,26===1,0.25,-1,-1,-1
LogReg,27===47,0.25,0.203125,0.4642857142857143,-1
LSVM,27===47,0.25,0.203125,0.7738095238095238,-1
SVM,27===47,0.25,0.921875,0.9880952380952381,-1
RF,27===47,0.25,0.96875,1.0,-1
LogReg,27===21,0.25,0.0,0.9380530973451328,-1
LSVM,27===21,0.25,1.0,1.0,-1
SVM,27===21,0.25,0.8761061946902655,1.0,-1
RF,27===21,0.25,0.6814159292035398,1.0,-1
LogReg,27===15,0.25,0.0,1.0,0.0
LSVM,27===15,0.25,0.0,1.0,1.0
SVM,27===15,0.25,1.0,1.0,1.0
RF,27===15,0.25,1.0,1.0,1.0
LogReg,27===24,0.25,-1,-1,1.0
LSVM,27===24,0.25,-1,-1,1.0
SVM,27===24,0.25,-1,-1,1.0
RF,27===24,0.25,-1,-1,1.0
LogReg,27===3,0.25,0.0,0.0,-1
LSVM,27===3,0.25,0.0,0.20903954802259886,-1
SVM,27===3,0.25,1.0,0.9152542372881356,-1
RF,27===3,0.25,0.8813559322033898,1.0,-1
LogReg,27===32,0.25,0.359375,0.8823529411764706,-1
LSVM,27===32,0.25,0.640625,0.9764705882352941,-1
SVM,27===32,0.25,0.875,0.9529411764705882,-1
RF,27===32,0.25,1.0,1.0,-1
LogReg,27===2,0.25,-1,-1,-1
LSVM,27===2,0.25,-1,-1,-1
SVM,27===2,0.25,-1,-1,-1
RF,27===2,0.25,-1,-1,-1
LogReg,28===18,0.25,0.0,0.0,-1
LSVM,28===18,0.25,0.0,0.0,-1
SVM,28===18,0.25,1.0,0.0,-1
RF,28===18,0.25,1.0,1.0,-1
LogReg,28===42,0.25,0.0,1.0,0.0
LSVM,28===42,0.25,0.0,1.0,0.0
SVM,28===42,0.25,0.9509803921568627,1.0,1.0
RF,28===42,0.25,1.0,1.0,1.0
LogReg,28===12,0.25,0.0,1.0,-1
LSVM,28===12,0.25,0.0,1.0,-1
SVM,28===12,0.25,1.0,1.0,-1
RF,28===12,0.25,1.0,1.0,-1
LogReg,28===48,0.25,0.1875,0.23333333333333334,-1
LSVM,28===48,0.25,0.8125,0.5833333333333334,-1
SVM,28===48,0.25,0.8625,0.9083333333333333,-1
RF,28===48,0.25,0.825,1.0,-1
LogReg,28===35,0.25,0.0,0.98,0.0
LSVM,28===35,0.25,0.0,1.0,0.0
SVM,28===35,0.25,1.0,1.0,0.9534883720930233
RF,28===35,0.25,1.0,1.0,1.0
LogReg,28===0,0.25,0.0,1.0,0.0
LSVM,28===0,0.25,0.0,1.0,0.0
SVM,28===0,0.25,1.0,1.0,1.0
RF,28===0,0.25,1.0,1.0,1.0
LogReg,28===37,0.25,0.0,0.0,-1
LSVM,28===37,0.25,1.0,0.09826589595375723,-1
SVM,28===37,0.25,1.0,0.8959537572254336,-1
RF,28===37,0.25,0.9391304347826087,1.0,-1
LogReg,28===49,0.25,0.0,0.9492753623188406,-1
LSVM,28===49,0.25,1.0,1.0,-1
SVM,28===49,0.25,1.0,1.0,-1
RF,28===49,0.25,1.0,1.0,-1
LogReg,28===33,0.25,0.0,1.0,-1
LSVM,28===33,0.25,0.0,1.0,-1
SVM,28===33,0.25,1.0,1.0,-1
