
model,link,test_size,accuracy_with_pdr_and_rssi,accuracy_with_pdr,accuracy_with_rssi
RF,12===37,0.25,0.9883720930232558,0.9705882352941176,1.0
LogReg,12===49,0.25,0.6224489795918368,0.6952380952380952,1.0
LSVM,12===49,0.25,0.6632653061224489,0.8761904761904762,1.0
SVM,12===49,0.25,0.9897959183673469,0.8,1.0
RF,12===49,0.25,0.9693877551020408,1.0,1.0
LogReg,12===33,0.25,0.8679245283018868,0.6617647058823529,1.0
LSVM,12===33,0.25,0.8490566037735849,0.8676470588235294,1.0
SVM,12===33,0.25,0.9811320754716981,0.7352941176470589,1.0
RF,12===33,0.25,1.0,0.9852941176470589,1.0
LogReg,13===47,0.25,0.7674418604651163,0.6557377049180327,1.0
LSVM,13===47,0.25,0.813953488372093,0.9344262295081968,1.0
SVM,13===47,0.25,0.8604651162790697,0.8852459016393442,1.0
RF,13===47,0.25,0.9302325581395349,1.0,1.0
LogReg,13===22,0.25,1.0,0.9444444444444444,1.0
LSVM,13===22,0.25,1.0,0.8888888888888888,1.0
SVM,13===22,0.25,1.0,0.8888888888888888,1.0
RF,13===22,0.25,1.0,1.0,1.0
LogReg,13===6,0.25,0.8333333333333334,0.8202247191011236,1.0
LSVM,13===6,0.25,0.8974358974358975,0.9213483146067416,1.0
SVM,13===6,0.25,0.9871794871794872,0.898876404494382,1.0
RF,13===6,0.25,0.9615384615384616,1.0,1.0
LogReg,13===14,0.25,1.0,1.0,0.9404761904761905
LSVM,13===14,0.25,0.9523809523809523,1.0,0.9642857142857143
SVM,13===14,0.25,1.0,1.0,1.0
RF,13===14,0.25,1.0,1.0,1.0
LogReg,13===21,0.25,0.6271186440677966,0.4626865671641791,1.0
LSVM,13===21,0.25,0.711864406779661,0.8805970149253731,1.0
SVM,13===21,0.25,0.9830508474576272,0.8507462686567164,1.0
RF,13===21,0.25,1.0,0.9850746268656716,1.0
LogReg,13===43,0.25,1.0,1.0,0.8131868131868132
LSVM,13===43,0.25,1.0,1.0,0.8461538461538461
SVM,13===43,0.25,1.0,1.0,0.989010989010989
RF,13===43,0.25,1.0,1.0,1.0
LogReg,13===37,0.25,1.0,0.5714285714285714,1.0
LSVM,13===37,0.25,1.0,0.8571428571428571,1.0
SVM,13===37,0.25,1.0,0.42857142857142855,1.0
RF,13===37,0.25,1.0,1.0,1.0
LogReg,13===49,0.25,1.0,0.9871794871794872,1.0
LSVM,13===49,0.25,1.0,1.0,1.0
SVM,13===49,0.25,1.0,1.0,1.0
RF,13===49,0.25,1.0,1.0,1.0
LogReg,13===33,0.25,1.0,1.0,0.8372093023255814
LSVM,13===33,0.25,1.0,1.0,0.8372093023255814
SVM,13===33,0.25,1.0,1.0,1.0
RF,13===33,0.25,1.0,1.0,1.0
LogReg,14===46,0.25,1.0,0.625,1.0
LSVM,14===46,0.25,1.0,1.0,1.0
SVM,14===46,0.25,1.0,0.625,1.0
RF,14===46,0.25,1.0,1.0,1.0
LogReg,14===47,0.25,1.0,1.0,1.0
LSVM,14===47,0.25,1.0,1.0,1.0
SVM,14===47,0.25,1.0,1.0,1.0
RF,14===47,0.25,1.0,1.0,1.0
LogReg,14===30,0.25,0.8235294117647058,0.6153846153846154,1.0
LSVM,14===30,0.25,0.8627450980392157,0.8153846153846154,1.0
SVM,14===30,0.25,1.0,0.8,1.0
RF,14===30,0.25,0.9411764705882353,1.0,1.0
LogReg,14===26,0.25,0.625,0.8235294117647058,1.0
LSVM,14===26,0.25,0.75,0.9058823529411765,1.0
SVM,14===26,0.25,1.0,0.8705882352941177,1.0
RF,14===26,0.25,0.9875,0.9882352941176471,1.0
LogReg,14===22,0.25,0.9512195121951219,0.9390243902439024,1.0
LSVM,14===22,0.25,0.9634146341463414,0.9512195121951219,1.0
SVM,14===22,0.25,0.975609756097561,0.9512195121951219,1.0
RF,14===22,0.25,1.0,1.0,1.0
LogReg,14===6,0.25,1.0,1.0,0.9285714285714286
LSVM,14===6,0.25,1.0,1.0,0.9642857142857143
SVM,14===6,0.25,1.0,1.0,1.0
RF,14===6,0.25,1.0,1.0,1.0
LogReg,14===21,0.25,0.7763157894736842,0.8235294117647058,1.0
LSVM,14===21,0.25,0.8421052631578947,0.9411764705882353,1.0
SVM,14===21,0.25,0.9078947368421053,0.8705882352941177,1.0
RF,14===21,0.25,0.9342105263157895,0.9764705882352941,1.0
LogReg,14===1,0.25,0.7551020408163265,0.72,1.0
LSVM,14===1,0.25,0.8571428571428571,0.96,1.0
SVM,14===1,0.25,1.0,0.76,1.0
RF,14===1,0.25,1.0,1.0,1.0
LogReg,14===43,0.25,0.8809523809523809,0.8953488372093024,0.8372093023255814
LSVM,14===43,0.25,0.9285714285714286,0.9883720930232558,0.8837209302325582
SVM,14===43,0.25,1.0,1.0,1.0
RF,14===43,0.25,1.0,1.0,1.0
LogReg,14===49,0.25,1.0,0.8333333333333334,1.0
LSVM,14===49,0.25,1.0,1.0,1.0
SVM,14===49,0.25,1.0,0.9166666666666666,1.0
RF,14===49,0.25,1.0,1.0,1.0
LogReg,14===33,0.25,0.8450704225352113,0.8271604938271605,1.0
LSVM,14===33,0.25,0.8732394366197183,1.0,1.0
SVM,14===33,0.25,1.0,0.9753086419753086,1.0
RF,14===33,0.25,1.0,1.0,1.0
LogReg,14===13,0.25,0.8735632183908046,0.9885057471264368,1.0
LSVM,14===13,0.25,0.896551724137931,1.0,1.0
SVM,14===13,0.25,0.9770114942528736,0.9885057471264368,1.0
RF,14===13,0.25,0.9885057471264368,1.0,1.0
LogReg,15===47,0.25,0.9036144578313253,0.8809523809523809,1.0
LSVM,15===47,0.25,0.927710843373494,0.9642857142857143,1.0
SVM,15===47,0.25,0.9518072289156626,0.9285714285714286,1.0
RF,15===47,0.25,0.9759036144578314,0.9880952380952381,1.0
LogReg,15===22,0.25,0.9027777777777778,0.8888888888888888,1.0
LSVM,15===22,0.25,0.9305555555555556,0.9444444444444444,1.0
SVM,15===22,0.25,0.9027777777777778,0.9444444444444444,1.0
RF,15===22,0.25,1.0,1.0,1.0
LogReg,15===6,0.25,1.0,1.0,1.0
LSVM,15===6,0.25,1.0,1.0,1.0
SVM,15===6,0.25,1.0,1.0,1.0
RF,15===6,0.25,1.0,1.0,1.0
LogReg,15===21,0.25,0.926829268292683,0.9512195121951219,0.9404761904761905
LSVM,15===21,0.25,0.975609756097561,0.9878048780487805,0.9523809523809523
SVM,15===21,0.25,1.0,0.975609756097561,1.0
RF,15===21,0.25,0.9878048780487805,1.0,1.0
LogReg,15===27,0.25,0.9259259259259259,0.9012345679012346,0.8470588235294118
LSVM,15===27,0.25,0.9012345679012346,0.9753086419753086,0.9058823529411765
SVM,15===27,0.25,0.9629629629629629,0.9753086419753086,0.9882352941176471
RF,15===27,0.25,0.9753086419753086,0.9876543209876543,0.9882352941176471
LogReg,15===24,0.25,0.9285714285714286,0.9285714285714286,1.0
LSVM,15===24,0.25,0.9523809523809523,1.0,1.0
SVM,15===24,0.25,1.0,0.9880952380952381,1.0
RF,15===24,0.25,1.0,0.9880952380952381,1.0
LogReg,15===3,0.25,0.8666666666666667,0.7894736842105263,1.0
LSVM,15===3,0.25,0.8666666666666667,0.9824561403508771,1.0
SVM,15===3,0.25,1.0,0.9122807017543859,1.0
RF,15===3,0.25,1.0,1.0,1.0
LogReg,15===2,0.25,1.0,1.0,1.0
LSVM,15===2,0.25,1.0,1.0,1.0
SVM,15===2,0.25,1.0,1.0,1.0
RF,15===2,0.25,1.0,1.0,1.0
LogReg,16===46,0.25,0.8823529411764706,0.9764705882352941,1.0
LSVM,16===46,0.25,0.8705882352941177,0.9764705882352941,1.0
SVM,16===46,0.25,1.0,0.9764705882352941,1.0
RF,16===46,0.25,1.0,1.0,1.0
LogReg,16===5,0.25,1.0,1.0,1.0
LSVM,16===5,0.25,1.0,1.0,1.0
SVM,16===5,0.25,1.0,1.0,1.0
RF,16===5,0.25,1.0,1.0,1.0
LogReg,16===30,0.25,0.6666666666666666,0.5294117647058824,1.0
LSVM,16===30,0.25,0.7333333333333333,0.6470588235294118,1.0
SVM,16===30,0.25,1.0,0.8823529411764706,1.0
RF,16===30,0.25,1.0,1.0,1.0
LogReg,16===26,0.25,0.6923076923076923,0.5957446808510638,1.0
LSVM,16===26,0.25,0.7435897435897436,0.7872340425531915,1.0
SVM,16===26,0.25,0.9230769230769231,0.7446808510638298,1.0
RF,16===26,0.25,1.0,1.0,1.0
LogReg,16===19,0.25,1.0,1.0,1.0
LSVM,16===19,0.25,1.0,1.0,1.0
SVM,16===19,0.25,1.0,1.0,1.0
RF,16===19,0.25,1.0,1.0,1.0
LogReg,16===40,0.25,0.7553191489361702,0.8415841584158416,1.0
LSVM,16===40,0.25,0.8191489361702128,0.9405940594059405,1.0
SVM,16===40,0.25,1.0,0.8910891089108911,1.0
RF,16===40,0.25,1.0,0.9900990099009901,1.0
LogReg,16===31,0.25,0.9512195121951219,1.0,1.0
LSVM,16===31,0.25,0.9390243902439024,0.9767441860465116,1.0
SVM,16===31,0.25,1.0,1.0,1.0
RF,16===31,0.25,1.0,1.0,1.0
LogReg,16===44,0.25,0.6521739130434783,0.8260869565217391,1.0
LSVM,16===44,0.25,0.7391304347826086,0.782608695652174,1.0
SVM,16===44,0.25,1.0,0.7391304347826086,1.0
RF,16===44,0.25,0.9130434782608695,1.0,1.0
LogReg,16===34,0.25,1.0,1.0,1.0
LSVM,16===34,0.25,1.0,1.0,1.0
SVM,16===34,0.25,1.0,1.0,1.0
RF,16===34,0.25,1.0,1.0,1.0
LogReg,17===7,0.25,1.0,1.0,1.0
LSVM,17===7,0.25,1.0,1.0,1.0
SVM,17===7,0.25,1.0,1.0,1.0
RF,17===7,0.25,1.0,1.0,1.0
LogReg,17===48,0.25,0.6463414634146342,0.7411764705882353,1.0
LSVM,17===48,0.25,0.7682926829268293,0.9058823529411765,1.0
SVM,17===48,0.25,0.975609756097561,0.8352941176470589,1.0
RF,17===48,0.25,0.9390243902439024,1.0,1.0
LogReg,17===40,0.25,0.782608695652174,0.8586956521739131,1.0
LSVM,17===40,0.25,0.8260869565217391,0.9782608695652174,1.0
SVM,17===40,0.25,1.0,0.8695652173913043,1.0
RF,17===40,0.25,0.9891304347826086,1.0,1.0
LogReg,17===45,0.25,0.8913043478260869,0.8113207547169812,1.0
LSVM,17===45,0.25,0.8478260869565217,1.0,1.0
SVM,17===45,0.25,1.0,0.9433962264150944,1.0
RF,17===45,0.25,1.0,1.0,1.0
LogReg,17===44,0.25,1.0,1.0,0.9518072289156626
LSVM,17===44,0.25,1.0,1.0,0.963855421686747
SVM,17===44,0.25,1.0,1.0,0.9879518072289156
RF,17===44,0.25,1.0,1.0,1.0
LogReg,17===41,0.25,0.76,0.759493670886076,1.0
LSVM,17===41,0.25,0.7866666666666666,0.8860759493670886,1.0
SVM,17===41,0.25,0.9733333333333334,0.8354430379746836,1.0
RF,17===41,0.25,1.0,0.9873417721518988,1.0
LogReg,17===11,0.25,1.0,1.0,0.7204301075268817
LSVM,17===11,0.25,1.0,1.0,0.7634408602150538
SVM,17===11,0.25,1.0,1.0,0.989247311827957
RF,17===11,0.25,1.0,1.0,0.978494623655914
LogReg,17===20,0.25,0.8131868131868132,0.8791208791208791,0.8202247191011236
LSVM,17===20,0.25,0.8131868131868132,1.0,0.8651685393258427
SVM,17===20,0.25,1.0,0.9340659340659341,1.0
RF,17===20,0.25,1.0,1.0,0.9887640449438202
LogReg,18===7,0.25,1.0,1.0,1.0
LSVM,18===7,0.25,1.0,1.0,1.0
SVM,18===7,0.25,1.0,1.0,1.0
RF,18===7,0.25,1.0,1.0,1.0
LogReg,18===42,0.25,0.48,0.46153846153846156,1.0
LSVM,18===42,0.25,0.52,0.9230769230769231,1.0
SVM,18===42,0.25,0.92,0.6923076923076923,1.0
RF,18===42,0.25,1.0,0.9615384615384616,1.0
LogReg,18===28,0.25,1.0,0.6666666666666666,1.0
LSVM,18===28,0.25,1.0,0.6666666666666666,1.0
SVM,18===28,0.25,1.0,0.6666666666666666,1.0
RF,18===28,0.25,1.0,1.0,1.0
LogReg,18===12,0.25,0.673469387755102,0.9622641509433962,1.0
LSVM,18===12,0.25,0.8163265306122449,0.8679245283018868,1.0
SVM,18===12,0.25,1.0,0.9245283018867925,1.0
RF,18===12,0.25,1.0,0.9811320754716981,1.0
LogReg,18===48,0.25,1.0,1.0,1.0
LSVM,18===48,0.25,1.0,1.0,1.0
SVM,18===48,0.25,1.0,1.0,1.0
RF,18===48,0.25,1.0,1.0,1.0
LogReg,18===35,0.25,0.8148148148148148,0.8888888888888888,1.0
LSVM,18===35,0.25,0.7777777777777778,0.9629629629629629,1.0
SVM,18===35,0.25,0.9259259259259259,0.8888888888888888,1.0
RF,18===35,0.25,1.0,1.0,1.0
LogReg,18===0,0.25,0.8636363636363636,1.0,0.71875
LSVM,18===0,0.25,0.8977272727272727,1.0,0.7604166666666666
SVM,18===0,0.25,1.0,1.0,0.9791666666666666
RF,18===0,0.25,1.0,1.0,0.9895833333333334
LogReg,18===20,0.25,0.8591549295774648,0.868421052631579,1.0
LSVM,18===20,0.25,0.9014084507042254,0.9868421052631579,1.0
SVM,18===20,0.25,1.0,0.8947368421052632,1.0
RF,18===20,0.25,1.0,1.0,1.0
LogReg,19===46,0.25,0.8809523809523809,0.9058823529411765,0.7142857142857143
LSVM,19===46,0.25,0.8690476190476191,0.9647058823529412,0.7582417582417582
SVM,19===46,0.25,0.9404761904761905,0.9294117647058824,1.0
RF,19===46,0.25,1.0,1.0,1.0
LogReg,19===47,0.25,0.6818181818181818,0.6153846153846154,1.0
LSVM,19===47,0.25,0.7727272727272727,0.6538461538461539,1.0
SVM,19===47,0.25,1.0,0.6538461538461539,1.0
RF,19===47,0.25,1.0,1.0,1.0
LogReg,19===5,0.25,0.8089887640449438,0.9130434782608695,0.875
LSVM,19===5,0.25,0.8426966292134831,0.9565217391304348,0.8977272727272727
SVM,19===5,0.25,0.9887640449438202,0.967391304347826,1.0
RF,19===5,0.25,0.9887640449438202,1.0,1.0
LogReg,19===30,0.25,0.7101449275362319,0.8,1.0
LSVM,19===30,0.25,0.7391304347826086,0.9777777777777777,1.0
SVM,19===30,0.25,0.9855072463768116,0.9333333333333333,1.0
RF,19===30,0.25,0.9855072463768116,0.9777777777777777,1.0
LogReg,19===26,0.25,1.0,1.0,0.7727272727272727
LSVM,19===26,0.25,1.0,1.0,0.8636363636363636
SVM,19===26,0.25,1.0,1.0,0.9772727272727273
RF,19===26,0.25,1.0,1.0,1.0
LogReg,19===22,0.25,0.6904761904761905,0.8448275862068966,1.0
LSVM,19===22,0.25,0.6904761904761905,0.9310344827586207,1.0
SVM,19===22,0.25,1.0,0.8103448275862069,1.0
RF,19===22,0.25,1.0,0.9827586206896551,1.0
LogReg,19===40,0.25,0.6964285714285714,0.6666666666666666,1.0
LSVM,19===40,0.25,0.75,0.9565217391304348,1.0
SVM,19===40,0.25,0.9821428571428571,0.8260869565217391,1.0
RF,19===40,0.25,1.0,0.9420289855072463,1.0
LogReg,19===31,0.25,0.6987951807228916,0.8539325842696629,1.0
LSVM,19===31,0.25,0.7108433734939759,0.9887640449438202,1.0
SVM,19===31,0.25,0.963855421686747,0.9438202247191011,1.0
RF,19===31,0.25,1.0,1.0,1.0
LogReg,19===44,0.25,0.6578947368421053,0.7777777777777778,1.0
LSVM,19===44,0.25,0.7368421052631579,0.8555555555555555,1.0
SVM,19===44,0.25,0.9210526315789473,0.8444444444444444,1.0
RF,19===44,0.25,0.9868421052631579,0.9777777777777777,1.0
LogReg,19===16,0.25,1.0,1.0,1.0
LSVM,19===16,0.25,1.0,1.0,1.0
SVM,19===16,0.25,1.0,1.0,1.0
RF,19===16,0.25,1.0,1.0,1.0
LogReg,19===1,0.25,0.6610169491525424,0.8461538461538461,1.0
LSVM,19===1,0.25,0.8135593220338984,0.9076923076923077,1.0
SVM,19===1,0.25,0.9322033898305084,0.7076923076923077,1.0
RF,19===1,0.25,1.0,0.9692307692307692,1.0
LogReg,20===18,0.25,0.8133333333333334,0.7848101265822784,1.0
LSVM,20===18,0.25,0.8133333333333334,0.9367088607594937,1.0
SVM,20===18,0.25,1.0,0.8354430379746836,1.0
RF,20===18,0.25,1.0,1.0,1.0
LogReg,20===7,0.25,1.0,1.0,1.0
LSVM,20===7,0.25,1.0,1.0,1.0
SVM,20===7,0.25,1.0,1.0,1.0
RF,20===7,0.25,1.0,1.0,1.0
LogReg,20===48,0.25,0.8604651162790697,0.872093023255814,0.782608695652174
LSVM,20===48,0.25,0.9069767441860465,0.9883720930232558,0.8152173913043478
SVM,20===48,0.25,1.0,0.9534883720930233,0.9891304347826086
RF,20===48,0.25,0.9883720930232558,1.0,1.0
LogReg,20===40,0.25,0.8461538461538461,0.7291666666666666,1.0
LSVM,20===40,0.25,0.8461538461538461,0.8541666666666666,1.0
SVM,20===40,0.25,1.0,0.8541666666666666,1.0
RF,20===40,0.25,0.9743589743589743,0.9791666666666666,1.0
LogReg,20===44,0.25,0.6704545454545454,0.7111111111111111,1.0
LSVM,20===44,0.25,0.7386363636363636,0.9666666666666667,1.0
SVM,20===44,0.25,0.9431818181818182,0.8222222222222222,1.0
RF,20===44,0.25,0.9545454545454546,0.9555555555555556,1.0
LogReg,20===41,0.25,1.0,0.875,1.0
LSVM,20===41,0.25,1.0,0.96875,1.0
SVM,20===41,0.25,1.0,0.9375,1.0
RF,20===41,0.25,1.0,1.0,1.0
LogReg,20===11,0.25,0.8089887640449438,0.9101123595505618,1.0
LSVM,20===11,0.25,0.8314606741573034,0.9887640449438202,1.0
SVM,20===11,0.25,0.9662921348314607,0.8876404494382022,1.0
RF,20===11,0.25,0.9550561797752809,1.0,1.0
LogReg,20===17,0.25,0.8953488372093024,0.9069767441860465,0.7872340425531915
LSVM,20===17,0.25,0.8953488372093024,0.9883720930232558,0.8085106382978723
SVM,20===17,0.25,1.0,0.9418604651162791,1.0
RF,20===17,0.25,0.9883720930232558,1.0,1.0
LogReg,20===0,0.25,0.7945205479452054,0.8433734939759037,1.0
LSVM,20===0,0.25,0.863013698630137,0.9759036144578314,1.0
SVM,20===0,0.25,0.9452054794520548,0.9036144578313253,1.0
RF,20===0,0.25,1.0,1.0,1.0
LogReg,21===46,0.25,0.7659574468085106,0.8085106382978723,1.0
LSVM,21===46,0.25,0.8723404255319149,0.9787234042553191,1.0
SVM,21===46,0.25,0.9574468085106383,0.9361702127659575,1.0
RF,21===46,0.25,1.0,1.0,1.0
LogReg,21===47,0.25,1.0,1.0,1.0
LSVM,21===47,0.25,1.0,1.0,1.0
SVM,21===47,0.25,1.0,1.0,1.0
RF,21===47,0.25,1.0,1.0,1.0
LogReg,21===5,0.25,0.8363636363636363,0.7887323943661971,1.0
LSVM,21===5,0.25,0.8545454545454545,0.9154929577464789,1.0
SVM,21===5,0.25,0.9636363636363636,0.8309859154929577,1.0
RF,21===5,0.25,1.0,1.0,1.0
LogReg,21===30,0.25,0.7804878048780488,0.851063829787234,1.0
LSVM,21===30,0.25,0.7317073170731707,0.9574468085106383,1.0
SVM,21===30,0.25,1.0,0.851063829787234,1.0
RF,21===30,0.25,1.0,1.0,1.0
LogReg,21===26,0.25,0.7741935483870968,0.8153846153846154,1.0
LSVM,21===26,0.25,0.7741935483870968,0.8769230769230769,1.0
SVM,21===26,0.25,0.9838709677419355,0.8461538461538461,1.0
RF,21===26,0.25,1.0,0.9846153846153847,1.0
LogReg,21===22,0.25,0.8333333333333334,0.8295454545454546,0.8928571428571429
LSVM,21===22,0.25,0.8452380952380952,0.8522727272727273,0.9285714285714286
SVM,21===22,0.25,0.9285714285714286,0.8068181818181818,1.0
RF,21===22,0.25,0.9523809523809523,0.9886363636363636,1.0
LogReg,21===6,0.25,0.8636363636363636,1.0,1.0
LSVM,21===6,0.25,0.8863636363636364,1.0,1.0
SVM,21===6,0.25,1.0,1.0,1.0
RF,21===6,0.25,1.0,1.0,1.0
LogReg,21===14,0.25,0.8974358974358975,0.9375,1.0
LSVM,21===14,0.25,0.9358974358974359,0.9875,1.0
SVM,21===14,0.25,1.0,0.9625,1.0
RF,21===14,0.25,1.0,1.0,1.0
LogReg,21===27,0.25,0.78125,0.8229166666666666,1.0
LSVM,21===27,0.25,0.8229166666666666,1.0,1.0
SVM,21===27,0.25,1.0,0.8958333333333334,1.0
RF,21===27,0.25,0.9895833333333334,1.0,1.0
LogReg,21===15,0.25,1.0,1.0,0.8823529411764706
LSVM,21===15,0.25,1.0,1.0,0.9176470588235294
SVM,21===15,0.25,1.0,1.0,1.0
RF,21===15,0.25,1.0,1.0,1.0
LogReg,21===24,0.25,0.8433734939759037,0.927710843373494,1.0
LSVM,21===24,0.25,0.9156626506024096,1.0,1.0
SVM,21===24,0.25,1.0,1.0,1.0
RF,21===24,0.25,0.9879518072289156,1.0,1.0
LogReg,21===2,0.25,0.9625,0.9875,1.0
LSVM,21===2,0.25,0.9625,1.0,1.0
SVM,21===2,0.25,0.9875,0.975,1.0
RF,21===2,0.25,0.975,1.0,1.0
LogReg,21===1,0.25,0.7,0.7051282051282052,1.0
LSVM,21===1,0.25,0.7428571428571429,0.8717948717948718,1.0
SVM,21===1,0.25,0.9,0.8333333333333334,1.0
RF,21===1,0.25,0.9714285714285714,1.0,1.0
LogReg,21===43,0.25,1.0,1.0,1.0
LSVM,21===43,0.25,1.0,1.0,1.0
SVM,21===43,0.25,1.0,1.0,1.0
RF,21===43,0.25,1.0,1.0,1.0
LogReg,21===33,0.25,0.8787878787878788,0.6904761904761905,1.0
LSVM,21===33,0.25,0.8484848484848485,0.8571428571428571,1.0
SVM,21===33,0.25,1.0,0.8095238095238095,1.0
RF,21===33,0.25,1.0,0.9761904761904762,1.0
LogReg,21===13,0.25,0.6301369863013698,0.735632183908046,1.0
LSVM,21===13,0.25,0.6301369863013698,0.8850574712643678,1.0
SVM,21===13,0.25,1.0,0.896551724137931,1.0
RF,21===13,0.25,0.9863013698630136,0.9885057471264368,1.0
LogReg,22===46,0.25,0.8783783783783784,0.918918918918919,1.0
LSVM,22===46,0.25,0.8783783783783784,0.9864864864864865,1.0
SVM,22===46,0.25,0.972972972972973,0.9324324324324325,1.0
RF,22===46,0.25,1.0,1.0,1.0
LogReg,22===47,0.25,1.0,1.0,1.0
LSVM,22===47,0.25,1.0,1.0,1.0
SVM,22===47,0.25,1.0,1.0,1.0
RF,22===47,0.25,1.0,1.0,1.0
LogReg,22===5,0.25,0.7631578947368421,0.8076923076923077,1.0
LSVM,22===5,0.25,0.7236842105263158,0.9230769230769231,1.0
SVM,22===5,0.25,1.0,0.9230769230769231,1.0
RF,22===5,0.25,1.0,1.0,1.0
LogReg,22===30,0.25,0.7659574468085106,0.9529411764705882,0.423728813559322
LSVM,22===30,0.25,0.776595744680851,0.9764705882352941,0.4406779661016949
SVM,22===30,0.25,0.9680851063829787,0.9529411764705882,0.9915254237288136
RF,22===30,0.25,0.9893617021276596,1.0,0.9915254237288136
LogReg,22===26,0.25,0.8837209302325582,0.8837209302325582,0.75
LSVM,22===26,0.25,0.9186046511627907,0.9883720930232558,0.8043478260869565
SVM,22===26,0.25,0.9767441860465116,0.9418604651162791,0.9782608695652174
RF,22===26,0.25,0.9883720930232558,1.0,1.0
LogReg,22===6,0.25,1.0,1.0,1.0
LSVM,22===6,0.25,1.0,1.0,1.0
SVM,22===6,0.25,1.0,1.0,1.0
RF,22===6,0.25,1.0,1.0,1.0
LogReg,22===14,0.25,1.0,1.0,1.0
LSVM,22===14,0.25,1.0,1.0,1.0
SVM,22===14,0.25,1.0,1.0,1.0
RF,22===14,0.25,1.0,1.0,1.0
LogReg,22===19,0.25,0.7317073170731707,0.7142857142857143,1.0
LSVM,22===19,0.25,0.7804878048780488,0.9365079365079365,1.0
SVM,22===19,0.25,0.9512195121951219,0.7777777777777778,1.0
RF,22===19,0.25,1.0,0.9841269841269841,1.0
LogReg,22===21,0.25,0.896551724137931,0.945054945054945,0.8837209302325582
LSVM,22===21,0.25,0.896551724137931,1.0,0.8953488372093024
SVM,22===21,0.25,1.0,0.9560439560439561,0.9883720930232558
RF,22===21,0.25,0.9885057471264368,1.0,1.0
LogReg,22===15,0.25,0.9384615384615385,1.0,1.0
LSVM,22===15,0.25,0.9692307692307692,0.9846153846153847,1.0
SVM,22===15,0.25,0.9692307692307692,1.0,1.0
RF,22===15,0.25,1.0,1.0,1.0
LogReg,22===2,0.25,0.7142857142857143,0.8095238095238095,1.0
LSVM,22===2,0.25,0.9047619047619048,0.9523809523809523,1.0
SVM,22===2,0.25,0.7619047619047619,0.9523809523809523,1.0
RF,22===2,0.25,1.0,1.0,1.0
LogReg,22===31,0.25,0.8,0.8181818181818182,1.0
LSVM,22===31,0.25,0.8615384615384616,0.9090909090909091,1.0
SVM,22===31,0.25,0.9538461538461539,0.8181818181818182,1.0
RF,22===31,0.25,1.0,1.0,1.0
LogReg,22===1,0.25,0.7931034482758621,0.9310344827586207,1.0
LSVM,22===1,0.25,0.8275862068965517,1.0,1.0
SVM,22===1,0.25,0.9655172413793104,0.9885057471264368,1.0
RF,22===1,0.25,0.9770114942528736,0.9885057471264368,1.0
LogReg,22===43,0.25,1.0,0.9411764705882353,1.0
LSVM,22===43,0.25,1.0,1.0,1.0
SVM,22===43,0.25,1.0,1.0,1.0
RF,22===43,0.25,1.0,1.0,1.0
LogReg,22===13,0.25,1.0,0.7142857142857143,1.0
LSVM,22===13,0.25,1.0,1.0,1.0
SVM,22===13,0.25,1.0,0.5,1.0
RF,22===13,0.25,1.0,1.0,1.0
LogReg,23===3,0.25,0.765625,0.8529411764705882,1.0
LSVM,23===3,0.25,0.8125,0.9705882352941176,1.0
SVM,23===3,0.25,0.984375,0.8970588235294118,1.0
RF,23===3,0.25,0.96875,1.0,1.0
LogReg,23===9,0.25,1.0,1.0,1.0
LSVM,23===9,0.25,1.0,1.0,1.0
SVM,23===9,0.25,1.0,1.0,1.0
RF,23===9,0.25,1.0,1.0,1.0
LogReg,23===4,0.25,0.927710843373494,0.927710843373494,0.9629629629629629
LSVM,23===4,0.25,0.963855421686747,0.963855421686747,0.9629629629629629
SVM,23===4,0.25,0.963855421686747,0.9397590361445783,1.0
RF,23===4,0.25,0.9879518072289156,0.9879518072289156,1.0
LogReg,23===32,0.25,0.8235294117647058,0.8588235294117647,1.0
LSVM,23===32,0.25,0.8823529411764706,0.9529411764705882,1.0
SVM,23===32,0.25,0.9764705882352941,0.8470588235294118,1.0
RF,23===32,0.25,0.9764705882352941,1.0,1.0
LogReg,24===21,0.25,0.8554216867469879,0.927710843373494,1.0
LSVM,24===21,0.25,0.9036144578313253,1.0,1.0
SVM,24===21,0.25,1.0,0.9397590361445783,1.0
RF,24===21,0.25,0.9879518072289156,1.0,1.0
LogReg,24===27,0.25,1.0,1.0,0.8620689655172413
LSVM,24===27,0.25,1.0,1.0,0.9310344827586207
SVM,24===27,0.25,1.0,1.0,1.0
RF,24===27,0.25,1.0,1.0,1.0
LogReg,24===15,0.25,1.0,1.0,1.0
LSVM,24===15,0.25,1.0,1.0,1.0
SVM,24===15,0.25,1.0,1.0,1.0
RF,24===15,0.25,1.0,1.0,1.0
LogReg,24===3,0.25,1.0,1.0,1.0
LSVM,24===3,0.25,1.0,1.0,1.0
SVM,24===3,0.25,1.0,1.0,1.0
RF,24===3,0.25,1.0,1.0,1.0
LogReg,24===9,0.25,0.8888888888888888,0.7368421052631579,1.0
LSVM,24===9,0.25,0.9444444444444444,0.9649122807017544,1.0
SVM,24===9,0.25,1.0,0.7719298245614035,1.0
RF,24===9,0.25,0.9814814814814815,1.0,1.0
LogReg,24===4,0.25,0.8518518518518519,0.8641975308641975,1.0
LSVM,24===4,0.25,0.8888888888888888,0.8395061728395061,1.0
