
model,link,test_size,accuracy_with_pdr_and_rssi,accuracy_with_pdr,accuracy_with_rssi
LSVM,26===21,0.25,0.96,1.0,1.0
SVM,26===21,0.25,0.98,0.92,1.0
RF,26===21,0.25,1.0,1.0,1.0
LogReg,26===40,0.25,1.0,1.0,1.0
LSVM,26===40,0.25,1.0,1.0,1.0
SVM,26===40,0.25,1.0,1.0,1.0
RF,26===40,0.25,1.0,1.0,1.0
LogReg,26===31,0.25,0.9736842105263158,0.9605263157894737,1.0
LSVM,26===31,0.25,0.9605263157894737,0.9605263157894737,1.0
SVM,26===31,0.25,0.9736842105263158,0.9736842105263158,1.0
RF,26===31,0.25,1.0,1.0,1.0
LogReg,26===16,0.25,0.8163265306122449,0.7755102040816326,1.0
LSVM,26===16,0.25,0.8367346938775511,0.7551020408163265,1.0
SVM,26===16,0.25,0.8775510204081632,0.6938775510204082,1.0
RF,26===16,0.25,0.9591836734693877,0.8979591836734694,1.0
LogReg,26===1,0.25,1.0,1.0,1.0
LSVM,26===1,0.25,1.0,1.0,1.0
SVM,26===1,0.25,1.0,1.0,1.0
RF,26===1,0.25,1.0,1.0,1.0
LogReg,27===47,0.25,0.9298245614035088,0.9122807017543859,1.0
LSVM,27===47,0.25,0.9473684210526315,0.9824561403508771,1.0
SVM,27===47,0.25,0.9649122807017544,0.9473684210526315,1.0
RF,27===47,0.25,1.0,0.9649122807017544,1.0
LogReg,27===21,0.25,0.975,0.9375,1.0
LSVM,27===21,0.25,0.8875,0.975,1.0
SVM,27===21,0.25,0.975,0.9375,1.0
RF,27===21,0.25,0.9375,1.0,1.0
LogReg,27===15,0.25,1.0,0.9875,1.0
LSVM,27===15,0.25,0.9875,0.9875,1.0
SVM,27===15,0.25,0.9875,0.9875,1.0
RF,27===15,0.25,0.975,1.0,1.0
LogReg,27===24,0.25,1.0,1.0,0.9875
LSVM,27===24,0.25,1.0,1.0,1.0
SVM,27===24,0.25,1.0,1.0,1.0
RF,27===24,0.25,1.0,1.0,1.0
LogReg,27===3,0.25,0.9743589743589743,0.9358974358974359,1.0
LSVM,27===3,0.25,0.9871794871794872,1.0,1.0
SVM,27===3,0.25,0.9615384615384616,0.9487179487179487,1.0
RF,27===3,0.25,0.9615384615384616,1.0,1.0
LogReg,27===32,0.25,0.9230769230769231,0.8461538461538461,1.0
LSVM,27===32,0.25,0.9076923076923077,0.9692307692307692,1.0
SVM,27===32,0.25,0.9230769230769231,0.9230769230769231,1.0
RF,27===32,0.25,1.0,0.9692307692307692,1.0
LogReg,27===2,0.25,1.0,1.0,1.0
LSVM,27===2,0.25,1.0,1.0,1.0
SVM,27===2,0.25,1.0,1.0,1.0
RF,27===2,0.25,1.0,1.0,1.0
LogReg,28===18,0.25,1.0,0.9166666666666666,1.0
LSVM,28===18,0.25,0.9166666666666666,0.9166666666666666,1.0
SVM,28===18,0.25,1.0,1.0,1.0
RF,28===18,0.25,0.9166666666666666,0.9166666666666666,1.0
LogReg,28===42,0.25,0.975,0.9875,0.9375
LSVM,28===42,0.25,0.975,0.975,0.9
SVM,28===42,0.25,0.9625,1.0,1.0
RF,28===42,0.25,0.975,1.0,1.0
LogReg,28===12,0.25,1.0,1.0,1.0
LSVM,28===12,0.25,1.0,1.0,1.0
SVM,28===12,0.25,1.0,1.0,1.0
RF,28===12,0.25,1.0,1.0,1.0
LogReg,28===48,0.25,0.9428571428571428,0.8714285714285714,1.0
LSVM,28===48,0.25,0.8857142857142857,0.9571428571428572,1.0
SVM,28===48,0.25,0.9714285714285714,0.9428571428571428,1.0
RF,28===48,0.25,1.0,0.9857142857142858,1.0
LogReg,28===35,0.25,1.0,1.0,1.0
LSVM,28===35,0.25,1.0,1.0,1.0
SVM,28===35,0.25,1.0,1.0,1.0
RF,28===35,0.25,1.0,1.0,1.0
LogReg,28===0,0.25,1.0,1.0,1.0
LSVM,28===0,0.25,1.0,1.0,1.0
SVM,28===0,0.25,1.0,1.0,1.0
RF,28===0,0.25,1.0,1.0,1.0
LogReg,28===37,0.25,0.96,0.9466666666666667,1.0
LSVM,28===37,0.25,0.9466666666666667,0.96,1.0
SVM,28===37,0.25,0.9466666666666667,0.9466666666666667,1.0
RF,28===37,0.25,0.9733333333333334,1.0,1.0
LogReg,28===49,0.25,0.9625,0.975,1.0
LSVM,28===49,0.25,0.975,1.0,1.0
SVM,28===49,0.25,0.9625,1.0,1.0
RF,28===49,0.25,0.975,1.0,1.0
LogReg,28===33,0.25,1.0,0.9193548387096774,1.0
LSVM,28===33,0.25,1.0,0.9516129032258065,1.0
SVM,28===33,0.25,1.0,0.9032258064516129,1.0
RF,28===33,0.25,1.0,1.0,1.0
LogReg,29===38,0.25,0.9666666666666667,0.9333333333333333,1.0
LSVM,29===38,0.25,1.0,1.0,1.0
SVM,29===38,0.25,0.9666666666666667,0.9,1.0
RF,29===38,0.25,0.9666666666666667,0.9666666666666667,1.0
LogReg,29===25,0.25,1.0,1.0,1.0
LSVM,29===25,0.25,1.0,1.0,1.0
SVM,29===25,0.25,1.0,1.0,1.0
RF,29===25,0.25,1.0,1.0,1.0
LogReg,29===39,0.25,0.9333333333333333,0.9333333333333333,1.0
LSVM,29===39,0.25,0.7333333333333333,0.8333333333333334,1.0
SVM,29===39,0.25,0.9333333333333333,0.9666666666666667,1.0
RF,29===39,0.25,1.0,1.0,1.0
LogReg,29===36,0.25,0.8666666666666667,0.8533333333333334,1.0
LSVM,29===36,0.25,0.84,0.8933333333333333,1.0
SVM,29===36,0.25,0.8666666666666667,0.8666666666666667,1.0
RF,29===36,0.25,0.9466666666666667,1.0,1.0
LogReg,29===10,0.25,0.9487179487179487,0.9230769230769231,1.0
LSVM,29===10,0.25,0.9358974358974359,0.8974358974358975,1.0
SVM,29===10,0.25,0.9358974358974359,0.9102564102564102,1.0
RF,29===10,0.25,0.9871794871794872,0.9871794871794872,1.0
LogReg,29===8,0.25,1.0,1.0,1.0
LSVM,29===8,0.25,1.0,1.0,1.0
SVM,29===8,0.25,1.0,1.0,1.0
RF,29===8,0.25,1.0,1.0,1.0
LogReg,30===46,0.25,0.9459459459459459,0.9054054054054054,1.0
LSVM,30===46,0.25,0.9324324324324325,0.8648648648648649,1.0
SVM,30===46,0.25,0.9459459459459459,0.9054054054054054,1.0
RF,30===46,0.25,0.972972972972973,1.0,1.0
LogReg,30===47,0.25,0.961038961038961,0.961038961038961,0.987012987012987
LSVM,30===47,0.25,0.8961038961038961,0.974025974025974,0.935064935064935
SVM,30===47,0.25,0.948051948051948,0.987012987012987,1.0
RF,30===47,0.25,1.0,0.987012987012987,1.0
LogReg,30===5,0.25,0.9016393442622951,0.7704918032786885,1.0
LSVM,30===5,0.25,0.8360655737704918,0.819672131147541,1.0
SVM,30===5,0.25,0.8688524590163934,0.8688524590163934,1.0
RF,30===5,0.25,0.9836065573770492,0.9344262295081968,1.0
LogReg,30===26,0.25,1.0,1.0,0.85
LSVM,30===26,0.25,1.0,1.0,0.9
SVM,30===26,0.25,1.0,1.0,0.975
RF,30===26,0.25,1.0,1.0,1.0
LogReg,30===22,0.25,0.9875,0.9875,0.8625
LSVM,30===22,0.25,0.9875,0.975,0.725
SVM,30===22,0.25,0.95,0.975,1.0
RF,30===22,0.25,0.95,1.0,1.0
LogReg,30===6,0.25,0.9333333333333333,0.7333333333333333,1.0
LSVM,30===6,0.25,0.8,0.7555555555555555,1.0
SVM,30===6,0.25,0.9555555555555556,0.7111111111111111,1.0
RF,30===6,0.25,0.9777777777777777,0.9111111111111111,1.0
LogReg,30===14,0.25,0.8775510204081632,0.6122448979591837,1.0
LSVM,30===14,0.25,0.8571428571428571,0.7346938775510204,1.0
SVM,30===14,0.25,0.8775510204081632,0.7346938775510204,1.0
RF,30===14,0.25,0.9591836734693877,0.9591836734693877,1.0
LogReg,30===19,0.25,0.873015873015873,0.7777777777777778,1.0
LSVM,30===19,0.25,0.8412698412698413,0.8888888888888888,1.0
SVM,30===19,0.25,0.9206349206349206,0.8253968253968254,1.0
RF,30===19,0.25,1.0,0.9523809523809523,1.0
LogReg,30===21,0.25,0.9696969696969697,0.9090909090909091,1.0
LSVM,30===21,0.25,0.9090909090909091,1.0,1.0
SVM,30===21,0.25,0.9696969696969697,0.9090909090909091,1.0
RF,30===21,0.25,1.0,1.0,1.0
LogReg,30===15,0.25,1.0,1.0,1.0
LSVM,30===15,0.25,1.0,1.0,1.0
SVM,30===15,0.25,1.0,1.0,1.0
RF,30===15,0.25,1.0,1.0,1.0
LogReg,30===31,0.25,1.0,1.0,1.0
LSVM,30===31,0.25,1.0,1.0,1.0
SVM,30===31,0.25,1.0,1.0,1.0
RF,30===31,0.25,1.0,1.0,1.0
LogReg,30===16,0.25,0.88,0.64,1.0
LSVM,30===16,0.25,0.88,0.84,1.0
SVM,30===16,0.25,0.88,0.76,1.0
RF,30===16,0.25,1.0,1.0,1.0
LogReg,30===1,0.25,0.975,0.9625,0.9375
LSVM,30===1,0.25,0.925,0.9875,0.9
SVM,30===1,0.25,0.95,0.9875,1.0
RF,30===1,0.25,0.9625,1.0,0.9875
LogReg,31===46,0.25,0.9868421052631579,1.0,1.0
LSVM,31===46,0.25,1.0,0.9868421052631579,1.0
SVM,31===46,0.25,1.0,1.0,1.0
RF,31===46,0.25,1.0,1.0,1.0
LogReg,31===47,0.25,0.927536231884058,0.8260869565217391,1.0
LSVM,31===47,0.25,0.855072463768116,0.855072463768116,1.0
SVM,31===47,0.25,0.8985507246376812,0.855072463768116,1.0
RF,31===47,0.25,0.9710144927536232,0.9855072463768116,1.0
LogReg,31===5,0.25,1.0,1.0,1.0
LSVM,31===5,0.25,1.0,1.0,1.0
SVM,31===5,0.25,1.0,1.0,1.0
RF,31===5,0.25,1.0,1.0,1.0
LogReg,31===30,0.25,1.0,0.75,1.0
LSVM,31===30,0.25,1.0,1.0,1.0
SVM,31===30,0.25,1.0,0.75,1.0
RF,31===30,0.25,1.0,1.0,1.0
LogReg,31===26,0.25,0.9605263157894737,0.9868421052631579,1.0
LSVM,31===26,0.25,0.9868421052631579,0.9605263157894737,1.0
SVM,31===26,0.25,0.9868421052631579,0.9868421052631579,1.0
RF,31===26,0.25,1.0,0.9736842105263158,1.0
LogReg,31===22,0.25,1.0,0.9538461538461539,1.0
LSVM,31===22,0.25,1.0,1.0,1.0
SVM,31===22,0.25,1.0,0.9538461538461539,1.0
RF,31===22,0.25,0.9846153846153847,1.0,1.0
LogReg,31===19,0.25,0.9565217391304348,0.8695652173913043,1.0
LSVM,31===19,0.25,0.927536231884058,0.927536231884058,1.0
SVM,31===19,0.25,0.927536231884058,0.9420289855072463,1.0
RF,31===19,0.25,0.9565217391304348,0.9855072463768116,1.0
LogReg,31===40,0.25,0.9625,0.9625,0.7625
LSVM,31===40,0.25,0.875,1.0,0.7125
SVM,31===40,0.25,0.9875,0.9625,0.9
RF,31===40,0.25,0.95,0.9875,0.975
LogReg,31===45,0.25,1.0,1.0,1.0
LSVM,31===45,0.25,1.0,1.0,1.0
SVM,31===45,0.25,1.0,1.0,1.0
RF,31===45,0.25,1.0,1.0,1.0
LogReg,31===44,0.25,0.9625,0.975,1.0
LSVM,31===44,0.25,0.9375,0.975,1.0
SVM,31===44,0.25,0.925,0.95,1.0
RF,31===44,0.25,0.9125,0.9875,1.0
LogReg,31===41,0.25,1.0,1.0,1.0
LSVM,31===41,0.25,1.0,1.0,1.0
SVM,31===41,0.25,1.0,1.0,1.0
RF,31===41,0.25,1.0,1.0,1.0
LogReg,31===16,0.25,1.0,0.9875,1.0
LSVM,31===16,0.25,1.0,0.9875,1.0
SVM,31===16,0.25,0.9875,0.9875,1.0
RF,31===16,0.25,0.9875,1.0,1.0
LogReg,31===1,0.25,1.0,0.8571428571428571,1.0
LSVM,31===1,0.25,1.0,0.7142857142857143,1.0
SVM,31===1,0.25,1.0,0.5714285714285714,1.0
RF,31===1,0.25,1.0,1.0,1.0
LogReg,31===11,0.25,0.9830508474576272,0.8813559322033898,1.0
LSVM,31===11,0.25,0.847457627118644,0.9152542372881356,1.0
SVM,31===11,0.25,0.9830508474576272,0.8983050847457628,1.0
RF,31===11,0.25,1.0,0.9830508474576272,1.0
LogReg,31===34,0.25,1.0,1.0,1.0
LSVM,31===34,0.25,1.0,1.0,1.0
SVM,31===34,0.25,1.0,1.0,1.0
RF,31===34,0.25,1.0,1.0,1.0
LogReg,32===27,0.25,0.8448275862068966,0.8103448275862069,1.0
LSVM,32===27,0.25,0.8620689655172413,0.9827586206896551,1.0
SVM,32===27,0.25,0.896551724137931,0.9310344827586207,1.0
RF,32===27,0.25,1.0,0.9827586206896551,1.0
LogReg,32===24,0.25,0.95,0.9375,1.0
LSVM,32===24,0.25,0.95,1.0,1.0
SVM,32===24,0.25,0.9625,0.975,1.0
RF,32===24,0.25,0.9625,1.0,1.0
LogReg,32===3,0.25,1.0,1.0,1.0
LSVM,32===3,0.25,1.0,1.0,1.0
SVM,32===3,0.25,1.0,1.0,1.0
RF,32===3,0.25,1.0,1.0,1.0
LogReg,32===9,0.25,0.9875,0.975,0.9875
LSVM,32===9,0.25,0.9875,0.9625,0.9625
SVM,32===9,0.25,0.975,0.9375,1.0
RF,32===9,0.25,0.975,0.9875,1.0
LogReg,32===4,0.25,1.0,1.0,1.0
LSVM,32===4,0.25,1.0,1.0,1.0
SVM,32===4,0.25,1.0,1.0,1.0
RF,32===4,0.25,1.0,1.0,1.0
LogReg,32===2,0.25,1.0,0.8666666666666667,1.0
LSVM,32===2,0.25,1.0,0.9333333333333333,1.0
SVM,32===2,0.25,1.0,0.9333333333333333,1.0
RF,32===2,0.25,1.0,1.0,1.0
LogReg,32===23,0.25,1.0,1.0,1.0
LSVM,32===23,0.25,1.0,1.0,1.0
SVM,32===23,0.25,1.0,1.0,1.0
RF,32===23,0.25,1.0,1.0,1.0
LogReg,33===28,0.25,0.9411764705882353,0.9019607843137255,1.0
LSVM,33===28,0.25,0.9607843137254902,0.9215686274509803,1.0
SVM,33===28,0.25,0.9411764705882353,0.9215686274509803,1.0
RF,33===28,0.25,0.9607843137254902,0.9607843137254902,1.0
LogReg,33===12,0.25,1.0,0.9361702127659575,1.0
LSVM,33===12,0.25,0.8936170212765957,0.9361702127659575,1.0
SVM,33===12,0.25,1.0,0.9148936170212766,1.0
RF,33===12,0.25,1.0,1.0,1.0
LogReg,33===6,0.25,0.8870967741935484,0.8225806451612904,1.0
LSVM,33===6,0.25,0.8548387096774194,0.9516129032258065,1.0
SVM,33===6,0.25,0.8870967741935484,0.8225806451612904,1.0
RF,33===6,0.25,0.9838709677419355,0.9354838709677419,1.0
LogReg,33===14,0.25,0.8923076923076924,0.9538461538461539,1.0
LSVM,33===14,0.25,0.9384615384615385,0.9692307692307692,1.0
SVM,33===14,0.25,0.9230769230769231,0.9384615384615385,1.0
RF,33===14,0.25,0.9846153846153847,0.9846153846153847,1.0
LogReg,33===21,0.25,1.0,0.7142857142857143,1.0
LSVM,33===21,0.25,1.0,0.8571428571428571,1.0
SVM,33===21,0.25,1.0,0.9523809523809523,1.0
RF,33===21,0.25,1.0,1.0,1.0
LogReg,33===43,0.25,1.0,1.0,1.0
LSVM,33===43,0.25,1.0,1.0,1.0
SVM,33===43,0.25,1.0,1.0,1.0
RF,33===43,0.25,1.0,1.0,1.0
LogReg,33===37,0.25,0.9423076923076923,0.8269230769230769,1.0
LSVM,33===37,0.25,0.8076923076923077,0.8653846153846154,1.0
SVM,33===37,0.25,0.9423076923076923,0.8653846153846154,1.0
RF,33===37,0.25,1.0,0.9615384615384616,1.0
LogReg,33===49,0.25,1.0,1.0,0.9875
LSVM,33===49,0.25,1.0,1.0,1.0
SVM,33===49,0.25,1.0,1.0,0.9875
RF,33===49,0.25,1.0,1.0,1.0
LogReg,33===13,0.25,1.0,1.0,0.9125
LSVM,33===13,0.25,1.0,1.0,0.9375
SVM,33===13,0.25,1.0,1.0,1.0
RF,33===13,0.25,1.0,1.0,1.0
LogReg,34===5,0.25,0.975,0.975,0.9875
LSVM,34===5,0.25,0.975,0.975,0.95
SVM,34===5,0.25,0.9875,0.975,0.9875
RF,34===5,0.25,0.9875,0.9875,1.0
LogReg,34===40,0.25,0.9875,0.9625,1.0
LSVM,34===40,0.25,0.9875,0.9875,1.0
SVM,34===40,0.25,0.975,0.9875,1.0
RF,34===40,0.25,1.0,1.0,1.0
LogReg,34===31,0.25,1.0,1.0,1.0
LSVM,34===31,0.25,1.0,1.0,1.0
SVM,34===31,0.25,1.0,1.0,1.0
RF,34===31,0.25,1.0,1.0,1.0
LogReg,34===45,0.25,1.0,1.0,1.0
LSVM,34===45,0.25,1.0,1.0,1.0
SVM,34===45,0.25,1.0,1.0,1.0
RF,34===45,0.25,1.0,1.0,1.0
LogReg,34===44,0.25,0.8875,0.925,1.0
LSVM,34===44,0.25,0.9,0.95,1.0
SVM,34===44,0.25,0.9125,0.9375,1.0
RF,34===44,0.25,0.925,0.9875,1.0
LogReg,34===41,0.25,0.9342105263157895,0.9210526315789473,1.0
LSVM,34===41,0.25,0.9605263157894737,0.9736842105263158,1.0
SVM,34===41,0.25,0.9342105263157895,0.9473684210526315,1.0
RF,34===41,0.25,0.9868421052631579,0.9605263157894737,1.0
LogReg,34===16,0.25,1.0,0.9,1.0
LSVM,34===16,0.25,1.0,1.0,1.0
SVM,34===16,0.25,1.0,1.0,1.0
RF,34===16,0.25,1.0,1.0,1.0
LogReg,34===11,0.25,1.0,1.0,1.0
LSVM,34===11,0.25,1.0,1.0,1.0
SVM,34===11,0.25,1.0,1.0,1.0
RF,34===11,0.25,1.0,1.0,1.0
LogReg,35===18,0.25,0.9180327868852459,0.9344262295081968,1.0
LSVM,35===18,0.25,0.9672131147540983,0.9344262295081968,1.0
SVM,35===18,0.25,0.8852459016393442,0.9180327868852459,1.0
RF,35===18,0.25,0.9016393442622951,0.9672131147540983,1.0
LogReg,35===7,0.25,1.0,1.0,1.0
LSVM,35===7,0.25,1.0,1.0,1.0
SVM,35===7,0.25,1.0,1.0,1.0
RF,35===7,0.25,1.0,1.0,1.0
LogReg,35===42,0.25,0.9452054794520548,0.9178082191780822,1.0
LSVM,35===42,0.25,0.958904109589041,0.958904109589041,1.0
SVM,35===42,0.25,0.9452054794520548,0.9178082191780822,1.0
RF,35===42,0.25,1.0,0.9863013698630136,1.0
LogReg,35===28,0.25,0.9875,1.0,0.9875
LSVM,35===28,0.25,1.0,1.0,0.9875
SVM,35===28,0.25,1.0,1.0,1.0
RF,35===28,0.25,0.9875,1.0,1.0
LogReg,35===12,0.25,0.9113924050632911,1.0,0.8734177215189873
LSVM,35===12,0.25,0.9113924050632911,1.0,0.9240506329113924
SVM,35===12,0.25,0.9113924050632911,0.9746835443037974,1.0
RF,35===12,0.25,0.9746835443037974,1.0,1.0
LogReg,35===48,0.25,0.9866666666666667,0.9733333333333334,1.0
LSVM,35===48,0.25,0.96,0.96,1.0
SVM,35===48,0.25,0.9733333333333334,0.96,1.0
RF,35===48,0.25,0.9466666666666667,1.0,1.0
LogReg,35===0,0.25,1.0,1.0,1.0
LSVM,35===0,0.25,1.0,1.0,1.0
SVM,35===0,0.25,1.0,1.0,1.0
RF,35===0,0.25,1.0,1.0,1.0
LogReg,36===45,0.25,1.0,0.9830508474576272,1.0
LSVM,36===45,0.25,1.0,1.0,1.0
SVM,36===45,0.25,1.0,1.0,1.0
RF,36===45,0.25,1.0,1.0,1.0
LogReg,36===29,0.25,0.9866666666666667,0.9466666666666667,1.0
LSVM,36===29,0.25,0.9466666666666667,0.96,1.0
SVM,36===29,0.25,0.9866666666666667,0.9733333333333334,1.0
RF,36===29,0.25,1.0,1.0,1.0
LogReg,36===25,0.25,1.0,1.0,0.9375
LSVM,36===25,0.25,0.9875,1.0,0.9625
SVM,36===25,0.25,1.0,1.0,1.0
RF,36===25,0.25,0.9875,1.0,1.0
LogReg,36===39,0.25,1.0,1.0,1.0
LSVM,36===39,0.25,1.0,1.0,1.0
SVM,36===39,0.25,1.0,1.0,1.0
RF,36===39,0.25,1.0,1.0,1.0
LogReg,36===10,0.25,1.0,1.0,1.0
LSVM,36===10,0.25,1.0,1.0,1.0
SVM,36===10,0.25,1.0,1.0,1.0
RF,36===10,0.25,1.0,1.0,1.0
LogReg,37===42,0.25,0.9807692307692307,0.9423076923076923,1.0
LSVM,37===42,0.25,0.9615384615384616,0.9230769230769231,1.0
SVM,37===42,0.25,0.9230769230769231,0.9807692307692307,1.0
RF,37===42,0.25,0.9807692307692307,1.0,1.0
LogReg,37===28,0.25,0.918918918918919,0.8918918918918919,1.0
LSVM,37===28,0.25,0.918918918918919,0.9594594594594594,1.0
SVM,37===28,0.25,0.9594594594594594,0.9864864864864865,1.0
RF,37===28,0.25,0.9594594594594594,1.0,1.0
LogReg,37===12,0.25,0.9855072463768116,0.9420289855072463,1.0
LSVM,37===12,0.25,0.9710144927536232,0.9130434782608695,1.0
SVM,37===12,0.25,0.9710144927536232,0.855072463768116,1.0
RF,37===12,0.25,1.0,1.0,1.0
LogReg,37===0,0.25,0.7142857142857143,0.8571428571428571,1.0
LSVM,37===0,0.25,0.8571428571428571,0.7142857142857143,1.0
SVM,37===0,0.25,0.8571428571428571,1.0,1.0
RF,37===0,0.25,0.8571428571428571,1.0,1.0
LogReg,37===49,0.25,0.975,1.0,0.9625
LSVM,37===49,0.25,0.9625,0.9875,0.9875
SVM,37===49,0.25,1.0,0.9875,0.9875
RF,37===49,0.25,0.9875,1.0,0.9875
LogReg,37===33,0.25,0.9811320754716981,0.9245283018867925,1.0
LSVM,37===33,0.25,0.8301886792452831,0.8867924528301887,1.0
SVM,37===33,0.25,0.9811320754716981,0.8867924528301887,1.0
RF,37===33,0.25,1.0,1.0,1.0
LogReg,37===13,0.25,1.0,1.0,1.0
LSVM,37===13,0.25,1.0,1.0,1.0
SVM,37===13,0.25,1.0,1.0,1.0
RF,37===13,0.25,1.0,1.0,1.0
LogReg,38===29,0.25,0.9705882352941176,0.9705882352941176,1.0
LSVM,38===29,0.25,0.9411764705882353,0.9117647058823529,1.0
SVM,38===29,0.25,1.0,0.9705882352941176,1.0
RF,38===29,0.25,0.9705882352941176,1.0,1.0
LogReg,38===25,0.25,1.0,0.92,1.0
LSVM,38===25,0.25,1.0,0.96,1.0
SVM,38===25,0.25,1.0,0.92,1.0
RF,38===25,0.25,1.0,1.0,1.0
LogReg,38===8,0.25,1.0,1.0,1.0
LSVM,38===8,0.25,1.0,1.0,1.0
SVM,38===8,0.25,1.0,1.0,1.0
RF,38===8,0.25,1.0,1.0,1.0
LogReg,39===45,0.25,1.0,0.9649122807017544,1.0
LSVM,39===45,0.25,1.0,0.9824561403508771,1.0
SVM,39===45,0.25,1.0,0.9649122807017544,1.0
RF,39===45,0.25,1.0,0.9649122807017544,1.0
LogReg,39===29,0.25,0.92,0.76,1.0
LSVM,39===29,0.25,0.92,0.84,1.0
SVM,39===29,0.25,0.88,0.84,1.0
RF,39===29,0.25,1.0,1.0,1.0
LogReg,39===25,0.25,1.0,1.0,1.0
LSVM,39===25,0.25,1.0,1.0,1.0
SVM,39===25,0.25,1.0,1.0,1.0
RF,39===25,0.25,1.0,1.0,1.0
LogReg,39===36,0.25,1.0,1.0,1.0
LSVM,39===36,0.25,1.0,1.0,1.0
SVM,39===36,0.25,1.0,1.0,1.0
RF,39===36,0.25,1.0,1.0,1.0
LogReg,39===10,0.25,1.0,1.0,0.9746835443037974
LSVM,39===10,0.25,1.0,1.0,0.9240506329113924
SVM,39===10,0.25,1.0,1.0,0.9873417721518988
RF,39===10,0.25,1.0,1.0,0.9873417721518988
LogReg,40===7,0.25,1.0,1.0,1.0
LSVM,40===7,0.25,1.0,1.0,1.0
SVM,40===7,0.25,1.0,1.0,1.0
RF,40===7,0.25,1.0,1.0,1.0
LogReg,40===46,0.25,0.9629629629629629,0.9259259259259259,1.0
LSVM,40===46,0.25,0.9259259259259259,0.9814814814814815,1.0
SVM,40===46,0.25,0.9259259259259259,0.9259259259259259,1.0
RF,40===46,0.25,0.9629629629629629,0.9629629629629629,1.0
LogReg,40===5,0.25,1.0,1.0,0.9875
LSVM,40===5,0.25,1.0,1.0,0.9875
SVM,40===5,0.25,1.0,1.0,0.9875
RF,40===5,0.25,1.0,1.0,1.0
LogReg,40===26,0.25,1.0,0.8,1.0
LSVM,40===26,0.25,1.0,0.8,1.0
SVM,40===26,0.25,1.0,0.4,1.0
RF,40===26,0.25,1.0,1.0,1.0
LogReg,40===19,0.25,0.9272727272727272,0.7636363636363637,1.0
LSVM,40===19,0.25,0.8727272727272727,0.8545454545454545,1.0
SVM,40===19,0.25,0.9636363636363636,0.8363636363636363,1.0
RF,40===19,0.25,1.0,0.9636363636363636,1.0
LogReg,40===31,0.25,0.9125,0.95,0.725
LSVM,40===31,0.25,0.8375,0.9625,0.6125
SVM,40===31,0.25,0.8875,0.9625,0.9625
RF,40===31,0.25,0.95,0.9875,0.975
LogReg,40===45,0.25,1.0,1.0,1.0
LSVM,40===45,0.25,1.0,1.0,1.0
SVM,40===45,0.25,1.0,1.0,1.0
RF,40===45,0.25,1.0,1.0,1.0
LogReg,40===44,0.25,1.0,1.0,1.0
LSVM,40===44,0.25,1.0,1.0,1.0
SVM,40===44,0.25,1.0,1.0,1.0
RF,40===44,0.25,1.0,1.0,1.0
LogReg,40===41,0.25,1.0,1.0,0.9375
LSVM,40===41,0.25,0.9375,1.0,0.8375
SVM,40===41,0.25,1.0,1.0,1.0
RF,40===41,0.25,1.0,1.0,0.9875
LogReg,40===16,0.25,0.9333333333333333,0.9733333333333334,1.0
LSVM,40===16,0.25,0.9466666666666667,0.96,1.0
SVM,40===16,0.25,0.9733333333333334,0.96,1.0
RF,40===16,0.25,1.0,1.0,1.0
LogReg,40===11,0.25,1.0,1.0,1.0
LSVM,40===11,0.25,1.0,1.0,0.9875
SVM,40===11,0.25,1.0,1.0,1.0
RF,40===11,0.25,1.0,1.0,0.9875
LogReg,40===34,0.25,1.0,1.0,1.0
LSVM,40===34,0.25,1.0,1.0,1.0
SVM,40===34,0.25,1.0,1.0,1.0
RF,40===34,0.25,1.0,1.0,1.0
LogReg,40===17,0.25,0.9625,0.9875,1.0
LSVM,40===17,0.25,0.9875,0.9875,1.0
SVM,40===17,0.25,0.9875,0.975,1.0
RF,40===17,0.25,0.9875,1.0,1.0
LogReg,40===20,0.25,1.0,0.782608695652174,1.0
LSVM,40===20,0.25,1.0,0.8260869565217391,1.0
SVM,40===20,0.25,1.0,0.6956521739130435,1.0
RF,40===20,0.25,1.0,0.8695652173913043,1.0
LogReg,41===7,0.25,1.0,1.0,1.0
LSVM,41===7,0.25,1.0,1.0,1.0
SVM,41===7,0.25,1.0,1.0,1.0
RF,41===7,0.25,1.0,1.0,1.0
LogReg,41===46,0.25,0.8648648648648649,0.8918918918918919,1.0
LSVM,41===46,0.25,0.6756756756756757,0.918918918918919,1.0
SVM,41===46,0.25,0.8378378378378378,0.8648648648648649,1.0
RF,41===46,0.25,1.0,0.9459459459459459,1.0
LogReg,41===5,0.25,1.0,0.9875,1.0
LSVM,41===5,0.25,1.0,0.9875,1.0
SVM,41===5,0.25,0.975,0.9875,1.0
RF,41===5,0.25,0.9875,1.0,1.0
LogReg,41===26,0.25,1.0,1.0,1.0
LSVM,41===26,0.25,1.0,1.0,1.0
SVM,41===26,0.25,1.0,1.0,1.0
RF,41===26,0.25,1.0,1.0,1.0
LogReg,41===40,0.25,0.975,0.975,0.95
LSVM,41===40,0.25,0.975,1.0,0.85
SVM,41===40,0.25,0.9625,1.0,0.9875
RF,41===40,0.25,0.9875,1.0,1.0
LogReg,41===31,0.25,0.975,0.975,1.0
LSVM,41===31,0.25,1.0,0.9875,1.0
SVM,41===31,0.25,0.9875,1.0,1.0
RF,41===31,0.25,1.0,1.0,1.0
