
model,link,test_size,accuracy_with_pdr_and_rssi,accuracy_with_pdr,accuracy_with_rssi
RF,13===43,0.25,1.0,1.0,1.0
LogReg,13===37,0.25,1.0,0.8,1.0
LSVM,13===37,0.25,1.0,0.6,1.0
SVM,13===37,0.25,1.0,0.8,1.0
RF,13===37,0.25,1.0,1.0,1.0
LogReg,13===49,0.25,1.0,1.0,1.0
LSVM,13===49,0.25,1.0,0.987012987012987,1.0
SVM,13===49,0.25,1.0,1.0,1.0
RF,13===49,0.25,1.0,1.0,1.0
LogReg,13===33,0.25,1.0,1.0,0.975
LSVM,13===33,0.25,1.0,1.0,0.95
SVM,13===33,0.25,1.0,1.0,1.0
RF,13===33,0.25,1.0,1.0,1.0
LogReg,14===46,0.25,1.0,1.0,1.0
LSVM,14===46,0.25,1.0,1.0,1.0
SVM,14===46,0.25,1.0,1.0,1.0
RF,14===46,0.25,1.0,1.0,1.0
LogReg,14===47,0.25,1.0,1.0,1.0
LSVM,14===47,0.25,1.0,1.0,1.0
SVM,14===47,0.25,1.0,1.0,1.0
RF,14===47,0.25,1.0,1.0,1.0
LogReg,14===30,0.25,0.9782608695652174,0.782608695652174,1.0
LSVM,14===30,0.25,0.9782608695652174,0.9130434782608695,1.0
SVM,14===30,0.25,0.9347826086956522,0.8478260869565217,1.0
RF,14===30,0.25,1.0,1.0,1.0
LogReg,14===26,0.25,0.9661016949152542,0.9322033898305084,1.0
LSVM,14===26,0.25,0.9830508474576272,0.9152542372881356,1.0
SVM,14===26,0.25,0.9322033898305084,0.8983050847457628,1.0
RF,14===26,0.25,0.9661016949152542,0.9830508474576272,1.0
LogReg,14===22,0.25,0.9875,0.9625,1.0
LSVM,14===22,0.25,0.95,0.975,1.0
SVM,14===22,0.25,0.9625,0.9875,1.0
RF,14===22,0.25,1.0,1.0,1.0
LogReg,14===6,0.25,1.0,1.0,1.0
LSVM,14===6,0.25,1.0,1.0,1.0
SVM,14===6,0.25,1.0,1.0,1.0
RF,14===6,0.25,1.0,1.0,1.0
LogReg,14===21,0.25,0.8888888888888888,0.8888888888888888,1.0
LSVM,14===21,0.25,0.8194444444444444,0.8888888888888888,1.0
SVM,14===21,0.25,0.8333333333333334,0.9444444444444444,1.0
RF,14===21,0.25,0.9027777777777778,0.9861111111111112,1.0
LogReg,14===1,0.25,1.0,0.9512195121951219,1.0
LSVM,14===1,0.25,0.9024390243902439,0.9024390243902439,1.0
SVM,14===1,0.25,1.0,0.926829268292683,1.0
RF,14===1,0.25,1.0,1.0,1.0
LogReg,14===43,0.25,1.0,0.9743589743589743,0.9743589743589743
LSVM,14===43,0.25,0.9871794871794872,0.9871794871794872,0.9743589743589743
SVM,14===43,0.25,0.9871794871794872,1.0,1.0
RF,14===43,0.25,1.0,1.0,1.0
LogReg,14===49,0.25,1.0,0.8823529411764706,1.0
LSVM,14===49,0.25,1.0,1.0,1.0
SVM,14===49,0.25,1.0,1.0,1.0
RF,14===49,0.25,1.0,1.0,1.0
LogReg,14===33,0.25,1.0,0.921875,1.0
LSVM,14===33,0.25,1.0,0.96875,1.0
SVM,14===33,0.25,1.0,0.90625,1.0
RF,14===33,0.25,1.0,0.984375,1.0
LogReg,14===13,0.25,0.975,0.9375,1.0
LSVM,14===13,0.25,0.9125,0.9625,1.0
SVM,14===13,0.25,0.9625,0.9625,1.0
RF,14===13,0.25,0.9875,0.9875,1.0
LogReg,15===47,0.25,0.9625,0.95,1.0
LSVM,15===47,0.25,0.95,0.9375,1.0
SVM,15===47,0.25,0.9875,0.9625,1.0
RF,15===47,0.25,0.975,1.0,1.0
LogReg,15===22,0.25,0.9436619718309859,0.9295774647887324,1.0
LSVM,15===22,0.25,0.9295774647887324,0.971830985915493,1.0
SVM,15===22,0.25,0.9295774647887324,0.8873239436619719,1.0
RF,15===22,0.25,0.971830985915493,1.0,1.0
LogReg,15===6,0.25,1.0,1.0,1.0
LSVM,15===6,0.25,1.0,1.0,1.0
SVM,15===6,0.25,1.0,1.0,1.0
RF,15===6,0.25,1.0,1.0,1.0
LogReg,15===21,0.25,0.975,0.9875,1.0
LSVM,15===21,0.25,1.0,0.975,0.9875
SVM,15===21,0.25,0.975,0.975,1.0
RF,15===21,0.25,1.0,1.0,1.0
LogReg,15===27,0.25,0.9125,0.9375,0.925
LSVM,15===27,0.25,0.95,0.9625,0.925
SVM,15===27,0.25,0.9375,0.9625,1.0
RF,15===27,0.25,0.975,0.9875,1.0
LogReg,15===24,0.25,1.0,1.0,1.0
LSVM,15===24,0.25,1.0,1.0,1.0
SVM,15===24,0.25,0.9875,1.0,1.0
RF,15===24,0.25,1.0,1.0,1.0
LogReg,15===3,0.25,0.975609756097561,0.926829268292683,1.0
LSVM,15===3,0.25,0.975609756097561,0.8536585365853658,1.0
SVM,15===3,0.25,0.975609756097561,0.926829268292683,1.0
RF,15===3,0.25,1.0,1.0,1.0
LogReg,15===2,0.25,1.0,1.0,1.0
LSVM,15===2,0.25,1.0,1.0,1.0
SVM,15===2,0.25,1.0,1.0,1.0
RF,15===2,0.25,1.0,1.0,1.0
LogReg,16===46,0.25,1.0,0.974025974025974,1.0
LSVM,16===46,0.25,1.0,0.974025974025974,1.0
SVM,16===46,0.25,1.0,0.974025974025974,1.0
RF,16===46,0.25,0.987012987012987,1.0,1.0
LogReg,16===5,0.25,1.0,1.0,1.0
LSVM,16===5,0.25,1.0,1.0,1.0
SVM,16===5,0.25,1.0,1.0,1.0
RF,16===5,0.25,1.0,1.0,1.0
LogReg,16===30,0.25,0.9166666666666666,0.8333333333333334,1.0
LSVM,16===30,0.25,1.0,0.6666666666666666,1.0
SVM,16===30,0.25,1.0,0.5833333333333334,1.0
RF,16===30,0.25,1.0,1.0,1.0
LogReg,16===26,0.25,0.8378378378378378,0.8648648648648649,1.0
LSVM,16===26,0.25,0.8648648648648649,0.8918918918918919,1.0
SVM,16===26,0.25,0.8648648648648649,0.7837837837837838,1.0
RF,16===26,0.25,0.972972972972973,0.9459459459459459,1.0
LogReg,16===19,0.25,1.0,1.0,1.0
LSVM,16===19,0.25,1.0,1.0,1.0
SVM,16===19,0.25,1.0,1.0,1.0
RF,16===19,0.25,1.0,1.0,1.0
LogReg,16===40,0.25,0.9875,0.9625,1.0
LSVM,16===40,0.25,0.975,0.9375,1.0
SVM,16===40,0.25,0.975,0.9875,1.0
RF,16===40,0.25,0.9875,1.0,1.0
LogReg,16===31,0.25,0.975,0.9875,1.0
LSVM,16===31,0.25,1.0,1.0,1.0
SVM,16===31,0.25,0.9875,0.975,1.0
RF,16===31,0.25,0.9875,1.0,1.0
LogReg,16===44,0.25,0.9444444444444444,0.7222222222222222,1.0
LSVM,16===44,0.25,0.8888888888888888,0.8333333333333334,1.0
SVM,16===44,0.25,0.8888888888888888,0.7222222222222222,1.0
RF,16===44,0.25,0.9444444444444444,0.9444444444444444,1.0
LogReg,16===34,0.25,1.0,1.0,1.0
LSVM,16===34,0.25,1.0,1.0,1.0
SVM,16===34,0.25,1.0,1.0,1.0
RF,16===34,0.25,1.0,1.0,1.0
LogReg,17===7,0.25,1.0,1.0,1.0
LSVM,17===7,0.25,1.0,1.0,1.0
SVM,17===7,0.25,1.0,1.0,1.0
RF,17===7,0.25,1.0,1.0,1.0
LogReg,17===48,0.25,0.855072463768116,0.855072463768116,1.0
LSVM,17===48,0.25,0.8405797101449275,0.8840579710144928,1.0
SVM,17===48,0.25,0.8695652173913043,0.8840579710144928,1.0
RF,17===48,0.25,0.9130434782608695,0.9565217391304348,1.0
LogReg,17===40,0.25,0.95,0.9625,1.0
LSVM,17===40,0.25,0.9,0.9375,1.0
SVM,17===40,0.25,0.9625,0.975,1.0
RF,17===40,0.25,0.9625,0.9875,1.0
LogReg,17===45,0.25,1.0,0.9761904761904762,1.0
LSVM,17===45,0.25,1.0,1.0,1.0
SVM,17===45,0.25,1.0,0.9523809523809523,1.0
RF,17===45,0.25,1.0,0.9761904761904762,1.0
LogReg,17===44,0.25,1.0,1.0,0.9875
LSVM,17===44,0.25,1.0,1.0,0.975
SVM,17===44,0.25,1.0,1.0,0.975
RF,17===44,0.25,1.0,1.0,0.9875
LogReg,17===41,0.25,0.9230769230769231,0.9230769230769231,1.0
LSVM,17===41,0.25,0.8923076923076924,0.9384615384615385,1.0
SVM,17===41,0.25,0.9538461538461539,0.8923076923076924,1.0
RF,17===41,0.25,0.9538461538461539,1.0,1.0
LogReg,17===11,0.25,1.0,1.0,0.9125
LSVM,17===11,0.25,1.0,1.0,0.8875
SVM,17===11,0.25,1.0,1.0,1.0
RF,17===11,0.25,1.0,1.0,0.9875
LogReg,17===20,0.25,0.9875,0.975,0.9625
LSVM,17===20,0.25,0.975,0.9875,0.95
SVM,17===20,0.25,0.9875,0.975,1.0
RF,17===20,0.25,0.9875,1.0,1.0
LogReg,18===7,0.25,1.0,1.0,1.0
LSVM,18===7,0.25,1.0,1.0,1.0
SVM,18===7,0.25,1.0,1.0,1.0
RF,18===7,0.25,1.0,1.0,1.0
LogReg,18===42,0.25,0.7894736842105263,0.8421052631578947,1.0
LSVM,18===42,0.25,0.7894736842105263,0.7894736842105263,1.0
SVM,18===42,0.25,0.8947368421052632,0.8947368421052632,1.0
RF,18===42,0.25,0.9473684210526315,0.9473684210526315,1.0
LogReg,18===28,0.25,1.0,0.8333333333333334,1.0
LSVM,18===28,0.25,1.0,0.6666666666666666,1.0
SVM,18===28,0.25,1.0,0.8333333333333334,1.0
RF,18===28,0.25,1.0,1.0,1.0
LogReg,18===12,0.25,0.9743589743589743,0.9743589743589743,1.0
LSVM,18===12,0.25,1.0,1.0,1.0
SVM,18===12,0.25,1.0,1.0,1.0
RF,18===12,0.25,1.0,0.9743589743589743,1.0
LogReg,18===48,0.25,1.0,1.0,1.0
LSVM,18===48,0.25,1.0,1.0,1.0
SVM,18===48,0.25,1.0,1.0,1.0
RF,18===48,0.25,1.0,1.0,1.0
LogReg,18===35,0.25,0.9230769230769231,0.9230769230769231,1.0
LSVM,18===35,0.25,0.9615384615384616,0.9230769230769231,1.0
SVM,18===35,0.25,0.8846153846153846,0.9230769230769231,1.0
RF,18===35,0.25,1.0,1.0,1.0
LogReg,18===0,0.25,0.9875,0.9875,0.9375
LSVM,18===0,0.25,0.975,0.9875,0.9125
SVM,18===0,0.25,1.0,1.0,0.95
RF,18===0,0.25,1.0,1.0,1.0
LogReg,18===20,0.25,0.9692307692307692,0.9846153846153847,1.0
LSVM,18===20,0.25,0.9692307692307692,0.9538461538461539,1.0
SVM,18===20,0.25,0.9384615384615385,0.9076923076923077,1.0
RF,18===20,0.25,0.9846153846153847,1.0,1.0
LogReg,19===46,0.25,0.9,0.95,0.85
LSVM,19===46,0.25,0.9375,0.9625,0.8625
SVM,19===46,0.25,0.9375,0.9875,1.0
RF,19===46,0.25,0.9875,1.0,0.9875
LogReg,19===47,0.25,0.9473684210526315,0.631578947368421,1.0
LSVM,19===47,0.25,0.7368421052631579,0.7894736842105263,1.0
SVM,19===47,0.25,1.0,0.631578947368421,1.0
RF,19===47,0.25,1.0,1.0,1.0
LogReg,19===5,0.25,0.975,0.9625,0.9875
LSVM,19===5,0.25,0.9,0.9875,1.0
SVM,19===5,0.25,0.95,0.9875,1.0
RF,19===5,0.25,0.9875,0.9875,1.0
LogReg,19===30,0.25,1.0,0.8448275862068966,1.0
LSVM,19===30,0.25,0.8793103448275862,0.8793103448275862,1.0
SVM,19===30,0.25,0.9655172413793104,0.8620689655172413,1.0
RF,19===30,0.25,0.9482758620689655,0.9827586206896551,1.0
LogReg,19===26,0.25,1.0,1.0,0.9210526315789473
LSVM,19===26,0.25,1.0,1.0,0.9078947368421053
SVM,19===26,0.25,1.0,1.0,0.9868421052631579
RF,19===26,0.25,1.0,1.0,1.0
LogReg,19===22,0.25,1.0,0.8285714285714286,1.0
LSVM,19===22,0.25,0.8,0.8857142857142857,1.0
SVM,19===22,0.25,1.0,0.8285714285714286,1.0
RF,19===22,0.25,0.9714285714285714,0.9428571428571428,1.0
LogReg,19===40,0.25,0.9166666666666666,0.7708333333333334,1.0
LSVM,19===40,0.25,0.8333333333333334,0.9166666666666666,1.0
SVM,19===40,0.25,0.875,0.9166666666666666,1.0
RF,19===40,0.25,1.0,0.9791666666666666,1.0
LogReg,19===31,0.25,0.9552238805970149,0.9552238805970149,1.0
LSVM,19===31,0.25,0.9104477611940298,0.9104477611940298,1.0
SVM,19===31,0.25,0.9402985074626866,0.9402985074626866,1.0
RF,19===31,0.25,0.9701492537313433,1.0,1.0
LogReg,19===44,0.25,0.8153846153846154,0.8,1.0
LSVM,19===44,0.25,0.8307692307692308,0.8769230769230769,1.0
SVM,19===44,0.25,0.8461538461538461,0.8769230769230769,1.0
RF,19===44,0.25,0.9538461538461539,0.9692307692307692,1.0
LogReg,19===16,0.25,1.0,1.0,1.0
LSVM,19===16,0.25,1.0,1.0,1.0
SVM,19===16,0.25,1.0,1.0,1.0
RF,19===16,0.25,1.0,1.0,1.0
LogReg,19===1,0.25,0.88,0.8,1.0
LSVM,19===1,0.25,0.88,0.76,1.0
SVM,19===1,0.25,0.88,0.92,1.0
RF,19===1,0.25,0.98,0.94,1.0
LogReg,20===18,0.25,0.9242424242424242,0.9393939393939394,1.0
LSVM,20===18,0.25,0.9545454545454546,0.9545454545454546,1.0
SVM,20===18,0.25,1.0,0.9696969696969697,1.0
RF,20===18,0.25,1.0,1.0,1.0
LogReg,20===7,0.25,1.0,1.0,1.0
LSVM,20===7,0.25,1.0,1.0,1.0
SVM,20===7,0.25,1.0,1.0,1.0
RF,20===7,0.25,1.0,1.0,1.0
LogReg,20===48,0.25,0.9875,0.9625,0.9875
LSVM,20===48,0.25,0.95,0.975,0.9875
SVM,20===48,0.25,0.975,0.975,0.975
RF,20===48,0.25,0.9875,1.0,0.9875
LogReg,20===40,0.25,0.9444444444444444,0.8055555555555556,1.0
LSVM,20===40,0.25,0.9722222222222222,0.9166666666666666,1.0
SVM,20===40,0.25,0.9722222222222222,0.6111111111111112,1.0
RF,20===40,0.25,0.9722222222222222,0.9444444444444444,1.0
LogReg,20===44,0.25,0.863013698630137,0.8356164383561644,1.0
LSVM,20===44,0.25,0.8904109589041096,0.8904109589041096,1.0
SVM,20===44,0.25,0.9041095890410958,0.8767123287671232,1.0
RF,20===44,0.25,0.9041095890410958,0.9863013698630136,1.0
LogReg,20===41,0.25,1.0,0.9642857142857143,1.0
LSVM,20===41,0.25,1.0,0.9285714285714286,1.0
SVM,20===41,0.25,1.0,0.8928571428571429,1.0
RF,20===41,0.25,1.0,1.0,1.0
LogReg,20===11,0.25,0.95,0.925,1.0
LSVM,20===11,0.25,0.8625,0.925,1.0
SVM,20===11,0.25,0.925,0.95,1.0
RF,20===11,0.25,0.9625,1.0,1.0
LogReg,20===17,0.25,0.9875,0.975,0.9625
LSVM,20===17,0.25,0.9875,0.9875,0.9375
SVM,20===17,0.25,0.975,0.9875,1.0
RF,20===17,0.25,0.9875,1.0,1.0
LogReg,20===0,0.25,0.9393939393939394,0.9090909090909091,1.0
LSVM,20===0,0.25,0.9242424242424242,0.9545454545454546,1.0
SVM,20===0,0.25,0.9545454545454546,0.9393939393939394,1.0
RF,20===0,0.25,1.0,0.9848484848484849,1.0
LogReg,21===46,0.25,0.975609756097561,1.0,1.0
LSVM,21===46,0.25,1.0,0.9512195121951219,1.0
SVM,21===46,0.25,0.9512195121951219,1.0,1.0
RF,21===46,0.25,1.0,0.975609756097561,1.0
LogReg,21===47,0.25,1.0,1.0,1.0
LSVM,21===47,0.25,1.0,1.0,1.0
SVM,21===47,0.25,1.0,1.0,1.0
RF,21===47,0.25,1.0,1.0,1.0
LogReg,21===5,0.25,0.9411764705882353,0.8627450980392157,1.0
LSVM,21===5,0.25,0.9215686274509803,0.9019607843137255,1.0
SVM,21===5,0.25,0.9607843137254902,0.9411764705882353,1.0
RF,21===5,0.25,1.0,0.9803921568627451,1.0
LogReg,21===30,0.25,1.0,0.8529411764705882,1.0
LSVM,21===30,0.25,0.9705882352941176,0.8235294117647058,1.0
SVM,21===30,0.25,0.9705882352941176,0.9117647058823529,1.0
RF,21===30,0.25,1.0,1.0,1.0
LogReg,21===26,0.25,0.9259259259259259,0.8703703703703703,1.0
LSVM,21===26,0.25,0.9259259259259259,0.9629629629629629,1.0
SVM,21===26,0.25,0.9259259259259259,0.7962962962962963,1.0
RF,21===26,0.25,1.0,0.9629629629629629,1.0
LogReg,21===22,0.25,0.8875,0.9125,0.95
LSVM,21===22,0.25,0.875,0.8875,0.9875
SVM,21===22,0.25,0.9,0.8875,1.0
RF,21===22,0.25,0.9375,0.95,1.0
LogReg,21===6,0.25,1.0,1.0,1.0
LSVM,21===6,0.25,1.0,1.0,1.0
SVM,21===6,0.25,1.0,1.0,1.0
RF,21===6,0.25,1.0,1.0,1.0
LogReg,21===14,0.25,1.0,0.9452054794520548,1.0
LSVM,21===14,0.25,0.9863013698630136,0.958904109589041,1.0
SVM,21===14,0.25,0.9863013698630136,0.9178082191780822,1.0
RF,21===14,0.25,1.0,1.0,1.0
LogReg,21===27,0.25,1.0,1.0,1.0
LSVM,21===27,0.25,1.0,0.9875,1.0
SVM,21===27,0.25,0.9625,0.9875,1.0
RF,21===27,0.25,0.9875,1.0,1.0
LogReg,21===15,0.25,1.0,1.0,0.975
LSVM,21===15,0.25,1.0,1.0,0.9625
SVM,21===15,0.25,1.0,1.0,1.0
RF,21===15,0.25,1.0,1.0,1.0
LogReg,21===24,0.25,1.0,0.9866666666666667,1.0
LSVM,21===24,0.25,1.0,1.0,1.0
SVM,21===24,0.25,1.0,1.0,1.0
RF,21===24,0.25,1.0,1.0,1.0
LogReg,21===2,0.25,0.9625,0.95,1.0
LSVM,21===2,0.25,0.9625,1.0,1.0
SVM,21===2,0.25,0.975,0.9375,1.0
RF,21===2,0.25,1.0,1.0,1.0
LogReg,21===1,0.25,0.8,0.9,1.0
LSVM,21===1,0.25,0.8333333333333334,0.8333333333333334,1.0
SVM,21===1,0.25,0.8333333333333334,0.8666666666666667,1.0
RF,21===1,0.25,0.9833333333333333,1.0,1.0
LogReg,21===43,0.25,1.0,1.0,1.0
LSVM,21===43,0.25,1.0,1.0,1.0
SVM,21===43,0.25,1.0,1.0,1.0
RF,21===43,0.25,1.0,1.0,1.0
LogReg,21===33,0.25,0.9666666666666667,0.7666666666666667,1.0
LSVM,21===33,0.25,1.0,0.8666666666666667,1.0
SVM,21===33,0.25,0.9666666666666667,0.8,1.0
RF,21===33,0.25,1.0,0.9666666666666667,1.0
LogReg,21===13,0.25,0.8928571428571429,0.8214285714285714,1.0
LSVM,21===13,0.25,0.8214285714285714,0.8214285714285714,1.0
SVM,21===13,0.25,0.8928571428571429,0.875,1.0
RF,21===13,0.25,0.9821428571428571,0.9464285714285714,1.0
LogReg,22===46,0.25,0.9444444444444444,0.9722222222222222,1.0
LSVM,22===46,0.25,0.9305555555555556,0.9722222222222222,1.0
SVM,22===46,0.25,0.9444444444444444,0.9583333333333334,1.0
RF,22===46,0.25,0.9861111111111112,1.0,1.0
LogReg,22===47,0.25,1.0,1.0,1.0
LSVM,22===47,0.25,1.0,1.0,1.0
SVM,22===47,0.25,1.0,1.0,1.0
RF,22===47,0.25,1.0,1.0,1.0
LogReg,22===5,0.25,0.9523809523809523,0.9365079365079365,1.0
LSVM,22===5,0.25,0.9841269841269841,0.873015873015873,1.0
SVM,22===5,0.25,0.9841269841269841,0.873015873015873,1.0
RF,22===5,0.25,0.9841269841269841,0.9841269841269841,1.0
LogReg,22===30,0.25,0.9375,0.9625,0.8
LSVM,22===30,0.25,0.9375,0.9875,0.7875
SVM,22===30,0.25,0.9375,0.95,0.9625
RF,22===30,0.25,0.9875,1.0,0.975
LogReg,22===26,0.25,0.9875,0.9875,0.8875
LSVM,22===26,0.25,0.975,0.9625,0.9125
SVM,22===26,0.25,0.975,1.0,1.0
RF,22===26,0.25,0.9875,1.0,1.0
LogReg,22===6,0.25,1.0,1.0,1.0
LSVM,22===6,0.25,1.0,1.0,1.0
SVM,22===6,0.25,1.0,1.0,1.0
RF,22===6,0.25,1.0,1.0,1.0
LogReg,22===14,0.25,1.0,1.0,1.0
LSVM,22===14,0.25,1.0,1.0,1.0
SVM,22===14,0.25,1.0,1.0,1.0
RF,22===14,0.25,1.0,1.0,1.0
LogReg,22===19,0.25,1.0,0.8823529411764706,1.0
LSVM,22===19,0.25,0.9117647058823529,0.8823529411764706,1.0
SVM,22===19,0.25,0.9705882352941176,0.9411764705882353,1.0
RF,22===19,0.25,1.0,0.9117647058823529,1.0
LogReg,22===21,0.25,0.975,0.975,0.9875
LSVM,22===21,0.25,0.9875,1.0,0.9875
SVM,22===21,0.25,0.9875,0.9875,1.0
RF,22===21,0.25,0.95,1.0,1.0
LogReg,22===15,0.25,0.9538461538461539,0.9538461538461539,1.0
LSVM,22===15,0.25,0.9538461538461539,1.0,1.0
SVM,22===15,0.25,0.9538461538461539,1.0,1.0
RF,22===15,0.25,1.0,1.0,1.0
LogReg,22===2,0.25,0.6666666666666666,0.6666666666666666,1.0
LSVM,22===2,0.25,0.7142857142857143,1.0,1.0
SVM,22===2,0.25,0.8095238095238095,1.0,1.0
RF,22===2,0.25,0.9523809523809523,1.0,1.0
LogReg,22===31,0.25,0.9333333333333333,0.8833333333333333,1.0
LSVM,22===31,0.25,0.95,0.9166666666666666,1.0
SVM,22===31,0.25,0.9666666666666667,0.9333333333333333,1.0
RF,22===31,0.25,1.0,1.0,1.0
LogReg,22===1,0.25,0.961038961038961,0.974025974025974,1.0
LSVM,22===1,0.25,0.9090909090909091,1.0,1.0
SVM,22===1,0.25,0.974025974025974,0.961038961038961,1.0
RF,22===1,0.25,0.948051948051948,1.0,1.0
LogReg,22===43,0.25,1.0,0.875,1.0
LSVM,22===43,0.25,1.0,1.0,1.0
SVM,22===43,0.25,1.0,0.9375,1.0
RF,22===43,0.25,1.0,0.9375,1.0
LogReg,22===13,0.25,1.0,0.8333333333333334,1.0
LSVM,22===13,0.25,1.0,1.0,1.0
SVM,22===13,0.25,1.0,0.9166666666666666,1.0
RF,22===13,0.25,1.0,1.0,1.0
LogReg,23===3,0.25,0.9811320754716981,0.9433962264150944,1.0
LSVM,23===3,0.25,0.9622641509433962,0.9811320754716981,1.0
SVM,23===3,0.25,0.9811320754716981,0.9245283018867925,1.0
RF,23===3,0.25,0.9811320754716981,0.9811320754716981,1.0
LogReg,23===9,0.25,1.0,1.0,1.0
LSVM,23===9,0.25,1.0,1.0,1.0
SVM,23===9,0.25,1.0,1.0,1.0
RF,23===9,0.25,1.0,1.0,1.0
LogReg,23===4,0.25,0.9625,0.975,0.9625
LSVM,23===4,0.25,1.0,0.9875,0.9875
SVM,23===4,0.25,0.975,0.975,0.9875
RF,23===4,0.25,0.9875,1.0,1.0
LogReg,23===32,0.25,0.9,0.9375,1.0
LSVM,23===32,0.25,0.8875,1.0,1.0
SVM,23===32,0.25,0.9,0.925,1.0
RF,23===32,0.25,0.9625,0.9875,1.0
LogReg,24===21,0.25,0.9866666666666667,1.0,1.0
LSVM,24===21,0.25,1.0,0.9866666666666667,1.0
SVM,24===21,0.25,1.0,0.9866666666666667,1.0
RF,24===21,0.25,1.0,1.0,1.0
LogReg,24===27,0.25,1.0,1.0,0.9875
LSVM,24===27,0.25,1.0,1.0,0.9875
SVM,24===27,0.25,1.0,1.0,1.0
RF,24===27,0.25,1.0,1.0,0.9875
LogReg,24===15,0.25,1.0,1.0,1.0
LSVM,24===15,0.25,1.0,1.0,1.0
SVM,24===15,0.25,1.0,1.0,1.0
RF,24===15,0.25,1.0,1.0,1.0
LogReg,24===3,0.25,1.0,1.0,1.0
LSVM,24===3,0.25,1.0,1.0,1.0
SVM,24===3,0.25,1.0,1.0,1.0
RF,24===3,0.25,1.0,1.0,1.0
LogReg,24===9,0.25,1.0,0.92,1.0
LSVM,24===9,0.25,1.0,0.86,1.0
SVM,24===9,0.25,0.98,0.9,1.0
RF,24===9,0.25,1.0,1.0,1.0
LogReg,24===4,0.25,0.9866666666666667,1.0,1.0
LSVM,24===4,0.25,0.9866666666666667,0.9733333333333334,1.0
SVM,24===4,0.25,0.9733333333333334,0.9866666666666667,1.0
RF,24===4,0.25,0.9866666666666667,1.0,1.0
LogReg,24===32,0.25,0.8625,0.9,1.0
LSVM,24===32,0.25,0.9125,0.9375,1.0
SVM,24===32,0.25,0.9,0.9125,1.0
RF,24===32,0.25,0.9375,0.9625,1.0
LogReg,24===2,0.25,0.96,0.96,0.9866666666666667
LSVM,24===2,0.25,0.9866666666666667,0.9733333333333334,0.9733333333333334
SVM,24===2,0.25,0.9733333333333334,0.96,1.0
RF,24===2,0.25,1.0,0.9866666666666667,1.0
LogReg,25===29,0.25,1.0,1.0,1.0
LSVM,25===29,0.25,1.0,1.0,1.0
SVM,25===29,0.25,1.0,1.0,1.0
RF,25===29,0.25,1.0,1.0,1.0
LogReg,25===38,0.25,1.0,0.9615384615384616,1.0
LSVM,25===38,0.25,1.0,1.0,1.0
SVM,25===38,0.25,1.0,0.9615384615384616,1.0
RF,25===38,0.25,1.0,1.0,1.0
LogReg,25===39,0.25,0.9625,0.95,1.0
LSVM,25===39,0.25,0.9625,0.9875,1.0
SVM,25===39,0.25,0.9625,0.9625,1.0
RF,25===39,0.25,1.0,1.0,1.0
LogReg,25===36,0.25,0.925,0.925,1.0
LSVM,25===36,0.25,0.9125,0.9625,1.0
SVM,25===36,0.25,0.95,0.925,1.0
RF,25===36,0.25,0.95,0.9875,1.0
LogReg,25===10,0.25,1.0,1.0,0.9375
LSVM,25===10,0.25,1.0,1.0,0.975
SVM,25===10,0.25,1.0,1.0,1.0
RF,25===10,0.25,1.0,1.0,1.0
LogReg,25===8,0.25,0.9436619718309859,0.9859154929577465,1.0
LSVM,25===8,0.25,0.9577464788732394,1.0,1.0
SVM,25===8,0.25,0.9577464788732394,0.9577464788732394,1.0
RF,25===8,0.25,0.9577464788732394,0.9859154929577465,1.0
LogReg,26===46,0.25,0.9625,0.9625,1.0
LSVM,26===46,0.25,0.9625,0.9625,1.0
SVM,26===46,0.25,0.9625,0.9625,1.0
RF,26===46,0.25,1.0,1.0,1.0
LogReg,26===47,0.25,0.95,0.9125,0.975
LSVM,26===47,0.25,0.95,0.925,0.9875
SVM,26===47,0.25,0.925,0.9375,1.0
RF,26===47,0.25,0.975,0.9875,1.0
LogReg,26===5,0.25,0.9625,0.95,1.0
LSVM,26===5,0.25,0.9375,0.95,1.0
SVM,26===5,0.25,0.9375,0.95,1.0
RF,26===5,0.25,0.9875,1.0,1.0
LogReg,26===30,0.25,1.0,1.0,1.0
LSVM,26===30,0.25,0.9375,1.0,1.0
SVM,26===30,0.25,1.0,1.0,1.0
RF,26===30,0.25,1.0,1.0,1.0
LogReg,26===22,0.25,0.95,0.95,0.9375
LSVM,26===22,0.25,0.9625,0.95,0.9375
SVM,26===22,0.25,0.9375,0.95,1.0
RF,26===22,0.25,0.9625,1.0,1.0
LogReg,26===6,0.25,0.9428571428571428,0.9142857142857143,1.0
LSVM,26===6,0.25,0.9142857142857143,0.9571428571428572,1.0
SVM,26===6,0.25,0.9571428571428572,0.9428571428571428,1.0
RF,26===6,0.25,0.9571428571428572,1.0,1.0
LogReg,26===14,0.25,0.8679245283018868,0.8301886792452831,1.0
LSVM,26===14,0.25,0.8490566037735849,0.8867924528301887,1.0
SVM,26===14,0.25,0.9056603773584906,0.8867924528301887,1.0
RF,26===14,0.25,1.0,1.0,1.0
LogReg,26===19,0.25,0.9736842105263158,0.9605263157894737,0.9736842105263158
LSVM,26===19,0.25,0.9342105263157895,1.0,1.0
SVM,26===19,0.25,0.9605263157894737,0.9473684210526315,1.0
RF,26===19,0.25,0.9868421052631579,1.0,1.0
LogReg,26===21,0.25,0.98,0.86,1.0
